Participant_ID,Trial_ID,Condition,Stimulus_Word,Stimulus_Color,Response_Key,Correct_Response,Reaction_Time_ms,Accuracy,Trial_Order,Feedback,Age,Gender,Session_Number
P0012,12.0,,Red,Blue,Space,0.0,409.8192622462626,1.0,12.0,None,18.0,M,3.0
P0013,13.0,Incongruent,Green,Blue,Space,0.0,620.9295670744945,1.0,13.0,None,42.0,M,3.0
P0014,14.0,Congruent,Green,Red,Space,1.0,391.03176554847556,1.0,14.0,None,30.0,F,3.0
P0015,15.0,Congruent,Green,Yellow,Space,1.0,518.8773007791868,1.0,15.0,None,23.0,M,3.0
P0016,16.0,Incongruent,Yellow,Red,Space,0.0,649.4236336346111,1.0,16.0,None,18.0,F,3.0
P0017,17.0,Neutral,Red,Yellow,Space,1.0,309.00331609559566,0.0,17.0,None,24.0,M,3.0
P0018,18.0,Neutral,Blue,Yellow,Space,1.0,269.84326261530066,1.0,18.0,None,22.0,F,3.0
P0019,19.0,Neutral,Green,Red,Space,1.0,422.8794751171536,1.0,19.0,None,37.0,M,3.0
P0020,20.0,Incongruent,Green,Blue,Space,0.0,393.56557857341903,1.0,20.0,None,52.0,F,3.0
P0001,21.0,Congruent,Blue,Red,Space,1.0,306.85074461601386,0.0,21.0,None,36.0,M,3.0
P0002,22.0,Congruent,Yellow,Green,Space,1.0,259.8575085756033,1.0,22.0,None,23.0,M,3.0
P0003,23.0,Incongruent,Blue,Yellow,Space,0.0,445.2795852649969,1.0,23.0,None,31.0,M,3.0
P0004,24.0,Incongruent,,Blue,Space,0.0,672.27615008618,0.0,24.0,None,38.0,M,3.0
P0005,25.0,Incongruent,Green,Blue,Space,0.0,980.3075752730851,1.0,25.0,None,44.0,M,3.0
P0006,26.0,Neutral,Red,Blue,Space,1.0,317.29111751907556,1.0,26.0,None,25.0,F,3.0
P0007,27.0,Congruent,Green,Green,Space,1.0,182.56071231184637,1.0,27.0,None,20.0,M,3.0
P0008,28.0,Congruent,Green,Yellow,Space,1.0,226.50083209487727,1.0,28.0,None,29.0,F,3.0
P0009,29.0,Incongruent,Red,Blue,Space,0.0,375.9612380728822,1.0,29.0,None,18.0,M,3.0
P0010,30.0,Neutral,Blue,Blue,Space,0.0,221.98023678816557,1.0,,None,56.0,,3.0
P0011,31.0,,Red,Green,Space,0.0,584.1279427639336,0.0,31.0,None,18.0,F,3.0
P0012,32.0,Neutral,Yellow,Yellow,Space,0.0,404.12114585235577,0.0,32.0,None,18.0,M,3.0
P0013,33.0,Neutral,Yellow,Green,,1.0,207.94084657360216,1.0,33.0,None,42.0,M,3.0
P0014,34.0,Incongruent,Yellow,Blue,Space,0.0,410.1220989943743,1.0,34.0,None,30.0,F,3.0
P0015,35.0,Congruent,Blue,Green,Space,1.0,230.27697595817165,1.0,35.0,None,23.0,M,3.0
P0016,36.0,Incongruent,Red,Blue,Space,0.0,715.8497419458886,1.0,36.0,None,18.0,F,3.0
P0017,37.0,Congruent,Red,Green,Space,1.0,225.14537587255438,1.0,37.0,None,,M,3.0
P0018,38.0,Incongruent,Red,Blue,Space,0.0,392.2977113897421,0.0,38.0,None,22.0,F,3.0
P0019,39.0,Incongruent,Yellow,Red,Space,0.0,553.4873563240133,1.0,39.0,None,37.0,,3.0
P0020,40.0,Congruent,Red,Green,Space,1.0,311.1424914254617,1.0,40.0,None,52.0,F,3.0
P0001,41.0,Neutral,Green,Yellow,Space,1.0,378.51922458934575,1.0,41.0,,36.0,M,3.0
P0002,42.0,Neutral,Red,Red,Space,1.0,452.62807934603075,1.0,42.0,None,23.0,M,3.0
P0003,43.0,Neutral,Red,Green,Space,0.0,391.8276346582811,0.0,43.0,None,,M,3.0
P0004,44.0,Incongruent,Red,Yellow,Space,0.0,763.9535844610514,1.0,44.0,None,38.0,M,3.0
P0005,45.0,Neutral,Yellow,Yellow,Space,0.0,325.14337120110645,,45.0,None,44.0,M,3.0
P0006,46.0,Congruent,Blue,Blue,Space,1.0,316.5529658792139,1.0,,None,25.0,F,3.0
P0007,47.0,Congruent,Green,Green,Space,1.0,321.8246710249687,1.0,47.0,None,20.0,M,3.0
P0008,48.0,Incongruent,Green,Green,Space,0.0,580.5144852340686,0.0,48.0,None,29.0,F,3.0
P0009,1.0,Congruent,Blue,Red,Space,1.0,302.52362105512236,1.0,1.0,None,18.0,M,1.0
P0010,2.0,Congruent,Red,Red,Space,1.0,114.4040480799968,1.0,2.0,None,56.0,F,1.0
P0011,3.0,Neutral,Blue,Yellow,Space,0.0,134.595615900495,1.0,3.0,None,18.0,F,1.0
P0012,4.0,Neutral,Blue,,Space,0.0,505.4385952317684,1.0,4.0,None,18.0,M,1.0
P0013,5.0,Neutral,Red,Yellow,Space,0.0,294.9912082460689,1.0,5.0,None,42.0,M,1.0
P0014,6.0,Neutral,Yellow,Green,Space,0.0,413.1347403119536,1.0,6.0,None,30.0,F,1.0
P0015,7.0,Incongruent,Green,Green,Space,0.0,576.5592358137795,1.0,7.0,None,23.0,M,1.0
P0016,8.0,Neutral,Blue,Red,Space,0.0,401.3702070599373,1.0,8.0,None,18.0,F,1.0
P0017,9.0,Neutral,Red,Yellow,Space,0.0,435.4379950020539,1.0,9.0,None,24.0,M,1.0
P0018,10.0,Incongruent,Green,Green,Space,0.0,2364.3052625222595,0.0,10.0,None,22.0,F,1.0
P0019,11.0,Incongruent,Red,Blue,Space,0.0,744.4739728513016,1.0,11.0,None,37.0,M,1.0
P0020,12.0,,Red,Yellow,Space,1.0,,1.0,,None,52.0,F,1.0
P0001,13.0,Congruent,Green,Yellow,Space,1.0,267.0201929830233,1.0,13.0,None,36.0,M,1.0
P0002,14.0,Neutral,Green,Yellow,Space,0.0,220.95905023986745,1.0,14.0,None,23.0,M,1.0
P0003,15.0,Neutral,Yellow,Blue,Space,1.0,570.1424018995053,1.0,15.0,None,31.0,M,1.0
P0004,16.0,Congruent,Yellow,Blue,Space,1.0,374.56618718294294,1.0,16.0,None,38.0,M,1.0
P0005,17.0,Congruent,Blue,Blue,Space,1.0,219.27247095156466,1.0,17.0,None,44.0,M,1.0
P0006,18.0,Incongruent,Yellow,Red,Space,0.0,1708.2136565758833,1.0,18.0,None,25.0,F,1.0
P0007,19.0,Congruent,Blue,Yellow,Space,1.0,341.73365698650554,1.0,19.0,None,20.0,M,1.0
P0008,20.0,Incongruent,Red,Green,Space,0.0,782.9197483697861,1.0,20.0,None,29.0,F,1.0
P0009,21.0,Congruent,Yellow,Yellow,Space,1.0,240.86994895919923,1.0,,None,18.0,M,1.0
,22.0,,Red,Red,Space,1.0,151.67036637512692,1.0,22.0,None,56.0,F,1.0
P0011,23.0,Incongruent,Yellow,Yellow,Space,0.0,843.04546058834,0.0,23.0,None,18.0,F,1.0
P0012,24.0,Neutral,Green,Green,Space,1.0,215.64725770296764,1.0,24.0,None,18.0,M,1.0
P0013,25.0,Neutral,Blue,Blue,Space,,276.95513445566786,0.0,25.0,None,42.0,,1.0
P0014,26.0,Congruent,Yellow,Yellow,Space,1.0,188.0976690364571,1.0,26.0,None,30.0,F,1.0
P0015,,Congruent,Blue,Blue,Space,,281.6943496455238,1.0,27.0,None,23.0,M,1.0
P0016,28.0,Neutral,Red,Yellow,Space,1.0,394.3781674972373,1.0,28.0,None,18.0,F,1.0
P0017,29.0,Neutral,Blue,Green,Space,1.0,376.5586637000065,1.0,29.0,None,24.0,M,1.0
P0018,30.0,Neutral,Yellow,Red,Space,1.0,323.64269525132005,1.0,30.0,None,22.0,F,1.0
P0019,31.0,Incongruent,Blue,Blue,Space,0.0,857.3073290926811,0.0,31.0,None,37.0,M,1.0
P0020,32.0,Congruent,Red,Blue,Space,1.0,316.65212306156883,1.0,32.0,None,52.0,F,1.0
P0001,33.0,Neutral,Green,Green,Space,0.0,202.8841826957665,1.0,33.0,None,36.0,M,1.0
P0002,34.0,Congruent,Yellow,Red,Space,1.0,334.7363899864197,1.0,34.0,None,23.0,M,1.0
P0003,35.0,Congruent,Green,Yellow,Space,1.0,174.3956287535444,1.0,35.0,None,31.0,M,1.0
P0004,36.0,Congruent,Yellow,Green,Space,1.0,224.52880293275769,1.0,36.0,None,38.0,M,1.0
P0005,37.0,Congruent,Blue,Green,Space,1.0,303.413415659222,1.0,37.0,None,44.0,M,1.0
P0006,38.0,Neutral,Red,Blue,Space,1.0,245.93958784075178,1.0,38.0,None,25.0,F,1.0
P0007,39.0,Neutral,Green,,Space,1.0,251.06959786739185,1.0,39.0,None,20.0,M,1.0
P0008,40.0,Incongruent,Blue,Red,Space,0.0,329.3186901955003,1.0,40.0,None,29.0,F,1.0
P0009,41.0,Congruent,Blue,Yellow,Space,1.0,287.57339979185156,1.0,41.0,None,18.0,M,1.0
P0010,42.0,Incongruent,Red,Green,Space,0.0,1232.8738775833272,1.0,42.0,None,56.0,F,1.0
P0011,43.0,Congruent,Blue,Red,Space,1.0,374.58792415915656,1.0,43.0,None,18.0,F,1.0
P0012,44.0,Incongruent,Green,Red,Space,0.0,2517.1492361445116,0.0,44.0,None,18.0,M,1.0
P0013,45.0,Congruent,Red,Yellow,Space,1.0,227.7048394433834,1.0,45.0,None,42.0,M,1.0
P0014,46.0,Congruent,Blue,Red,Space,1.0,257.90391915498566,1.0,46.0,None,30.0,F,1.0
P0015,47.0,Neutral,Blue,Green,Space,0.0,544.8462852257516,0.0,47.0,None,23.0,M,1.0
P0016,48.0,Incongruent,Green,,Space,0.0,886.1970424636438,0.0,48.0,None,18.0,F,1.0
P0017,1.0,Incongruent,Yellow,Red,,0.0,1253.3124760783664,0.0,,None,24.0,M,2.0
P0018,2.0,Neutral,Yellow,Yellow,Space,1.0,222.11420749251724,1.0,2.0,None,22.0,F,2.0
P0019,3.0,Congruent,Red,Yellow,Space,1.0,322.1739607217922,1.0,3.0,None,37.0,M,2.0
P0020,4.0,Neutral,Blue,Green,Space,0.0,472.5652809632106,1.0,4.0,None,52.0,F,2.0
P0001,5.0,Incongruent,Blue,Red,Space,0.0,212.61406614927068,0.0,,None,36.0,M,2.0
P0002,6.0,Neutral,Yellow,Yellow,Space,0.0,243.39463713101057,1.0,6.0,None,23.0,M,2.0
P0003,7.0,Congruent,Red,Blue,Space,1.0,264.8309344951031,1.0,7.0,None,31.0,M,2.0
P0004,8.0,Congruent,Red,Green,Space,1.0,343.97569155703616,1.0,8.0,None,38.0,M,2.0
P0005,9.0,Neutral,Blue,Blue,Space,0.0,509.145545616844,1.0,9.0,None,44.0,M,2.0
P0006,10.0,Neutral,Green,Yellow,Space,0.0,319.06689584087917,0.0,10.0,None,25.0,F,2.0
P0007,11.0,Incongruent,Blue,Red,Space,0.0,775.7107561689312,0.0,11.0,None,20.0,M,2.0
P0008,12.0,Congruent,Green,Green,Space,1.0,240.6616583357932,1.0,12.0,None,29.0,F,2.0
P0009,13.0,Congruent,Green,Green,Space,1.0,212.12405957778464,1.0,13.0,None,18.0,M,2.0
P0010,14.0,Incongruent,Red,Blue,Space,0.0,521.9326380792953,0.0,14.0,None,56.0,F,2.0
P0011,15.0,Neutral,Yellow,Yellow,Space,0.0,150.3442586236729,0.0,15.0,None,18.0,F,2.0
P0012,16.0,Neutral,Yellow,Green,Space,1.0,292.91611958543734,,16.0,None,18.0,M,2.0
P0013,17.0,Neutral,Red,Blue,Space,0.0,398.1306940468055,1.0,17.0,None,42.0,M,2.0
P0014,18.0,Incongruent,Blue,,Space,0.0,762.7074146959088,0.0,18.0,None,30.0,F,2.0
P0015,19.0,Congruent,Yellow,Green,Space,1.0,187.50955541263934,1.0,19.0,None,23.0,M,2.0
P0016,20.0,Congruent,Yellow,Blue,Space,1.0,267.0374018629814,1.0,20.0,None,18.0,F,2.0
P0017,21.0,Congruent,Blue,Blue,Space,1.0,302.2467699053598,1.0,21.0,None,24.0,M,2.0
P0018,22.0,Congruent,Red,Yellow,Space,1.0,512.7659888267941,1.0,22.0,None,22.0,F,2.0
P0019,23.0,Congruent,Red,Green,Space,1.0,191.67197917430596,1.0,23.0,None,37.0,M,2.0
P0020,24.0,Congruent,Blue,Yellow,Space,1.0,377.65122869996793,1.0,24.0,None,52.0,F,2.0
P0001,25.0,Incongruent,Blue,Red,Space,0.0,760.8801764228582,1.0,25.0,None,36.0,M,2.0
P0002,26.0,Neutral,Yellow,Blue,Space,0.0,250.12057435975808,1.0,26.0,None,23.0,M,2.0
P0003,27.0,Incongruent,Green,Red,Space,0.0,393.29540133980765,0.0,27.0,None,31.0,M,2.0
P0004,28.0,Neutral,Yellow,Blue,Space,1.0,422.826831808509,1.0,28.0,None,38.0,M,2.0
P0005,29.0,Incongruent,Red,Red,Space,0.0,949.1510214569721,1.0,29.0,None,44.0,M,2.0
P0006,30.0,Neutral,Yellow,Green,Space,1.0,173.0912442903019,1.0,30.0,None,25.0,F,2.0
P0007,31.0,Incongruent,Green,Green,Space,0.0,427.7036419640531,1.0,31.0,None,20.0,M,2.0
P0008,32.0,Neutral,Red,Green,Space,0.0,290.1185578164312,1.0,32.0,None,29.0,F,2.0
P0009,33.0,Congruent,Red,Red,Space,1.0,184.7804915506292,1.0,33.0,None,18.0,M,2.0
P0010,34.0,Incongruent,Blue,Red,Space,,443.0334825252683,1.0,34.0,None,56.0,F,2.0
P0011,35.0,Congruent,Green,Green,Space,1.0,344.10889511087987,1.0,35.0,None,18.0,F,2.0
P0012,36.0,Incongruent,Yellow,Red,Space,0.0,365.36663554929106,1.0,36.0,None,18.0,M,2.0
,37.0,Incongruent,Yellow,Blue,Space,0.0,1302.2865687670205,1.0,37.0,None,42.0,M,2.0
P0014,38.0,Neutral,Green,Red,Space,0.0,318.49493127934227,1.0,38.0,None,30.0,F,2.0
P0015,39.0,Congruent,Red,Green,Space,1.0,319.19127200395496,1.0,39.0,None,23.0,M,2.0
P0016,40.0,Incongruent,Green,Blue,Space,0.0,728.8637287043674,1.0,,None,18.0,F,2.0
P0017,,Neutral,Yellow,Green,Space,1.0,588.4617379812885,1.0,41.0,None,24.0,M,2.0
P0018,42.0,Incongruent,Green,Blue,Space,0.0,929.7734846906902,,42.0,None,22.0,F,2.0
P0019,43.0,Congruent,Red,Blue,Space,1.0,317.84687739841513,1.0,43.0,None,37.0,M,2.0
P0020,44.0,Congruent,Blue,Green,Space,1.0,401.23654805084584,1.0,44.0,None,52.0,F,2.0
P0001,45.0,Neutral,Red,Blue,,1.0,240.47721732137958,0.0,45.0,None,36.0,M,2.0
P0002,46.0,Incongruent,Yellow,Red,Space,0.0,1949.2359625868364,1.0,46.0,None,23.0,M,2.0
P0003,47.0,Neutral,Red,Yellow,Space,0.0,,1.0,47.0,None,31.0,M,2.0
P0004,48.0,Incongruent,Yellow,Yellow,Space,0.0,584.0208156078903,1.0,48.0,None,38.0,M,2.0
P0005,1.0,Congruent,Blue,Green,Space,1.0,300.3370469199625,1.0,1.0,None,44.0,M,3.0
P0006,2.0,Neutral,Blue,Blue,Space,0.0,247.67004697631128,1.0,2.0,None,25.0,F,3.0
P0007,3.0,,Blue,Yellow,Space,1.0,264.3325646718551,1.0,3.0,None,20.0,M,3.0
P0008,4.0,Neutral,Green,Green,Space,0.0,362.4781826132153,1.0,4.0,None,29.0,F,3.0
P0009,5.0,Neutral,Yellow,Red,Space,1.0,330.91612434775493,1.0,5.0,None,18.0,M,3.0
P0010,6.0,Neutral,Yellow,Blue,Space,0.0,231.56923108550066,1.0,6.0,None,56.0,F,3.0
P0011,7.0,Neutral,Yellow,Blue,Space,0.0,421.2886033828288,1.0,7.0,None,18.0,F,3.0
P0012,8.0,Incongruent,Red,Green,Space,0.0,743.958150824461,1.0,8.0,None,18.0,M,3.0
P0013,9.0,Congruent,Blue,Red,Space,1.0,174.54798227485685,1.0,9.0,None,42.0,M,3.0
P0014,10.0,Incongruent,Green,Red,Space,0.0,704.2729488282581,1.0,10.0,None,30.0,F,3.0
P0015,11.0,,Yellow,Blue,Space,1.0,269.01890270510813,0.0,11.0,None,23.0,M,3.0
P0016,12.0,Neutral,Red,Yellow,Space,0.0,508.2829731808576,1.0,12.0,None,18.0,F,3.0
P0017,13.0,,Red,Green,Space,0.0,195.44905775565633,0.0,13.0,None,24.0,M,3.0
P0018,14.0,,Yellow,Green,Space,0.0,1045.7199700423996,0.0,14.0,None,22.0,F,3.0
,15.0,Congruent,Blue,Blue,Space,1.0,393.9866590693296,1.0,15.0,None,37.0,M,3.0
P0020,16.0,Congruent,Red,Blue,Space,1.0,215.1375891285423,1.0,16.0,None,52.0,F,3.0
P0001,17.0,Incongruent,Green,Red,Space,0.0,899.1098829910836,1.0,17.0,None,36.0,M,3.0
P0002,18.0,Incongruent,Red,Red,Space,0.0,698.5781946885968,0.0,18.0,None,,M,3.0
P0003,19.0,Neutral,Green,Yellow,Space,1.0,323.1310964194963,1.0,19.0,None,31.0,M,3.0
P0004,20.0,,Green,Green,Space,1.0,274.2363998976706,1.0,20.0,None,38.0,M,3.0
P0005,21.0,Congruent,Green,Red,Space,1.0,224.7074162841555,1.0,21.0,None,44.0,M,3.0
P0006,22.0,Neutral,Blue,Yellow,Space,0.0,365.29480438475747,1.0,22.0,None,25.0,F,3.0
P0007,23.0,Neutral,Yellow,Yellow,Space,0.0,396.41785923115157,1.0,23.0,None,20.0,M,3.0
P0008,24.0,Incongruent,Yellow,Red,Space,,677.3357969638251,1.0,24.0,None,29.0,F,3.0
P0009,25.0,Neutral,Red,Red,Space,1.0,406.40150439906995,1.0,25.0,None,18.0,M,3.0
P0010,26.0,Neutral,Yellow,Red,Space,1.0,309.2612620333075,0.0,26.0,None,56.0,F,3.0
P0011,27.0,Incongruent,Red,Blue,Space,0.0,550.7771532036561,0.0,27.0,None,18.0,F,3.0
P0012,,Congruent,Blue,Red,Space,1.0,365.8497699245516,1.0,28.0,None,18.0,M,3.0
P0013,29.0,Neutral,Blue,Green,Space,1.0,215.51917454557272,1.0,29.0,None,42.0,M,3.0
P0014,30.0,Congruent,Red,Green,Space,1.0,172.85593081923082,1.0,30.0,None,30.0,F,3.0
P0015,31.0,Neutral,Red,Green,Space,1.0,245.80560795998485,1.0,31.0,None,23.0,M,3.0
P0016,32.0,Neutral,Blue,Red,Space,0.0,419.97331069222366,1.0,32.0,None,18.0,F,3.0
P0017,33.0,Neutral,Red,Blue,Space,0.0,167.30638496517435,1.0,33.0,None,24.0,M,3.0
P0018,34.0,Neutral,Yellow,Red,Space,1.0,254.91138325403324,1.0,34.0,None,22.0,F,
P0019,35.0,Neutral,Yellow,Red,Space,1.0,348.66038169477866,1.0,35.0,None,37.0,M,3.0
P0020,36.0,Incongruent,Blue,Green,Space,0.0,642.1300048567906,1.0,36.0,None,52.0,F,3.0
P0001,37.0,Incongruent,Blue,Blue,Space,0.0,982.0247612113794,1.0,37.0,None,36.0,M,3.0
P0002,38.0,Neutral,Red,Green,Space,1.0,506.11525513271283,1.0,38.0,None,23.0,M,3.0
P0003,39.0,Neutral,Red,Green,Space,0.0,315.5746656874704,1.0,39.0,None,31.0,M,3.0
,40.0,Incongruent,Red,Green,Space,0.0,686.7946122558287,1.0,40.0,None,38.0,M,3.0
P0005,41.0,Incongruent,Blue,Red,Space,0.0,650.6416121132263,1.0,41.0,None,44.0,M,3.0
P0006,42.0,Incongruent,Red,Yellow,Space,0.0,638.6945657194551,1.0,42.0,None,25.0,F,3.0
P0007,43.0,Neutral,Yellow,Blue,Space,0.0,281.74738388616333,1.0,43.0,None,20.0,M,3.0
P0008,44.0,Neutral,Green,Blue,Space,1.0,224.15540904619687,0.0,44.0,None,29.0,F,3.0
P0009,45.0,Congruent,Yellow,Blue,Space,1.0,202.07508508698942,1.0,45.0,None,18.0,M,3.0
P0010,46.0,Congruent,Red,Blue,Space,1.0,291.26555666168963,1.0,46.0,None,56.0,F,3.0
P0011,47.0,Congruent,Green,Blue,Space,1.0,242.50607742324277,1.0,47.0,None,18.0,F,3.0
P0012,48.0,Congruent,Green,Blue,Space,1.0,278.0746761413107,1.0,48.0,None,18.0,M,3.0
P0013,1.0,Congruent,Blue,Green,Space,1.0,198.09366691942537,1.0,1.0,None,42.0,M,1.0
P0014,2.0,Incongruent,Yellow,Blue,Space,0.0,645.3731292880399,1.0,2.0,None,30.0,F,1.0
P0015,3.0,Neutral,Red,Red,Space,1.0,306.44701585685783,1.0,3.0,None,23.0,M,1.0
P0016,4.0,Congruent,Green,Red,Space,1.0,,0.0,4.0,None,18.0,F,1.0
P0017,5.0,Neutral,Green,Blue,Space,1.0,392.80053268124215,1.0,5.0,None,24.0,M,1.0
P0018,6.0,Neutral,Green,Blue,Space,0.0,429.48687213987307,1.0,6.0,None,,F,1.0
P0019,7.0,Neutral,Red,Yellow,Space,0.0,442.46313096562034,1.0,7.0,None,37.0,M,1.0
P0020,8.0,Neutral,Green,Red,Space,1.0,256.4466559348281,0.0,8.0,None,52.0,,1.0
P0001,9.0,Incongruent,Yellow,Yellow,Space,0.0,666.4421969073143,0.0,9.0,None,36.0,M,1.0
P0002,10.0,Neutral,,Yellow,Space,0.0,411.1581477827165,1.0,10.0,None,23.0,M,1.0
P0003,11.0,Neutral,Blue,Red,Space,1.0,371.9307695382304,0.0,11.0,None,31.0,M,1.0
P0004,12.0,Neutral,Blue,Green,Space,0.0,335.22059757579933,0.0,12.0,None,,M,1.0
P0005,13.0,Congruent,Blue,Red,Space,1.0,242.55257023275337,1.0,13.0,None,44.0,M,1.0
P0006,14.0,Congruent,Yellow,Green,Space,1.0,155.53479770429178,1.0,,None,25.0,F,1.0
P0007,15.0,Neutral,Blue,Yellow,Space,0.0,510.69606978186795,1.0,15.0,None,20.0,M,1.0
P0008,16.0,Incongruent,Blue,Green,Space,0.0,790.2439649287825,1.0,16.0,None,29.0,F,1.0
P0009,17.0,Neutral,Yellow,Red,Space,0.0,249.88624479199044,1.0,17.0,None,18.0,M,1.0
P0010,18.0,Congruent,Blue,Yellow,Space,1.0,184.95854621001072,1.0,18.0,None,56.0,F,1.0
P0011,19.0,Incongruent,,Red,Space,0.0,309.34545849142285,0.0,19.0,None,18.0,F,1.0
P0012,20.0,Congruent,Blue,Blue,Space,1.0,272.2182214088024,1.0,20.0,None,18.0,M,1.0
P0013,21.0,Incongruent,Blue,Green,Space,0.0,525.2006839013011,1.0,21.0,None,42.0,M,1.0
P0014,22.0,Incongruent,Green,Green,Space,0.0,1321.4783458970944,0.0,22.0,,30.0,F,1.0
P0015,23.0,Congruent,Blue,Yellow,,1.0,189.87975360949847,1.0,23.0,None,23.0,M,1.0
P0016,24.0,Incongruent,Green,Red,Space,0.0,919.0552656664959,0.0,24.0,None,18.0,F,1.0
P0017,25.0,Neutral,Blue,Yellow,Space,0.0,372.6775187073316,1.0,25.0,None,24.0,M,1.0
P0018,26.0,Congruent,Red,Green,Space,1.0,268.4777501271969,1.0,26.0,None,22.0,F,1.0
P0019,27.0,Neutral,Red,Green,Space,0.0,375.7757312368679,1.0,27.0,None,37.0,M,1.0
P0020,28.0,Congruent,Blue,Yellow,Space,1.0,227.08000008645843,1.0,28.0,None,52.0,F,1.0
P0001,29.0,Congruent,Green,Yellow,Space,1.0,246.99760691020995,1.0,29.0,None,36.0,M,1.0
P0002,30.0,Congruent,Red,Red,Space,1.0,213.42584612509552,1.0,30.0,None,23.0,M,1.0
P0003,31.0,Congruent,Blue,Yellow,Space,1.0,185.85327270441553,1.0,31.0,,31.0,M,1.0
P0004,32.0,Neutral,Blue,Blue,Space,1.0,250.0342807810085,1.0,32.0,None,38.0,M,1.0
P0005,33.0,Congruent,Blue,Green,Space,1.0,184.3377476970826,1.0,33.0,None,44.0,M,
P0006,34.0,Incongruent,Blue,Red,Space,0.0,563.9948634606804,0.0,34.0,None,25.0,F,1.0
P0007,35.0,Incongruent,Blue,Blue,Space,0.0,922.4669403488278,1.0,35.0,None,20.0,M,1.0
P0008,36.0,Incongruent,Red,Yellow,Space,0.0,614.0832593671328,1.0,36.0,None,29.0,F,1.0
P0009,37.0,Congruent,Green,Yellow,Space,1.0,234.1893117782812,1.0,37.0,None,18.0,M,1.0
P0010,38.0,Congruent,Yellow,Red,Space,1.0,,1.0,38.0,None,56.0,F,1.0
P0011,39.0,Neutral,Green,Green,Space,0.0,510.86688598287293,1.0,39.0,None,18.0,F,1.0
P0012,40.0,Neutral,Yellow,Red,Space,0.0,259.44446036184513,1.0,40.0,None,18.0,M,1.0
P0013,41.0,Incongruent,Yellow,Blue,Space,0.0,656.2989725375819,0.0,41.0,None,42.0,M,1.0
P0014,42.0,Congruent,Green,Green,Space,1.0,303.2232468463218,1.0,42.0,None,30.0,F,1.0
P0015,43.0,Neutral,Blue,Yellow,Space,0.0,600.8297183900271,0.0,43.0,None,23.0,M,1.0
P0016,44.0,Incongruent,Yellow,Blue,Space,0.0,331.10386101863566,1.0,44.0,None,18.0,F,1.0
P0017,45.0,Congruent,Red,Yellow,Space,1.0,379.21879866398854,1.0,45.0,None,24.0,M,1.0
P0018,46.0,Incongruent,Red,Blue,Space,0.0,758.7476474542735,1.0,46.0,None,22.0,F,1.0
P0019,47.0,Incongruent,Yellow,Green,Space,0.0,540.3089375798475,1.0,47.0,None,37.0,M,1.0
P0020,48.0,,Red,Green,Space,1.0,271.8382088121254,1.0,48.0,None,52.0,F,1.0
P0001,1.0,Neutral,Red,Yellow,Space,0.0,321.3954482178079,1.0,1.0,None,36.0,M,2.0
P0002,2.0,Congruent,Yellow,Green,Space,1.0,187.73284273646152,1.0,2.0,None,23.0,M,2.0
P0003,3.0,Incongruent,Yellow,Red,Space,0.0,554.2865520940258,1.0,3.0,None,31.0,M,2.0
P0004,4.0,,Red,Green,Space,1.0,241.31860011498256,1.0,4.0,,38.0,M,2.0
P0005,5.0,Incongruent,Blue,Green,Space,0.0,924.8707226669493,1.0,5.0,None,44.0,M,2.0
P0006,6.0,Congruent,Blue,Red,Space,1.0,224.42675474729077,1.0,6.0,None,25.0,F,2.0
P0007,7.0,Neutral,Yellow,Green,Space,1.0,411.4396951248643,1.0,7.0,,20.0,M,2.0
P0008,8.0,Neutral,Green,Green,Space,0.0,184.18981152824063,1.0,8.0,None,29.0,F,2.0
P0009,9.0,Congruent,Red,Blue,Space,1.0,224.00387995448312,1.0,9.0,None,18.0,M,2.0
P0010,10.0,Congruent,Green,Green,Space,1.0,302.19628623274343,1.0,10.0,None,56.0,F,2.0
,11.0,Incongruent,Red,Green,Space,0.0,762.7373271146972,1.0,11.0,None,18.0,F,2.0
P0012,12.0,Neutral,Green,Green,Space,0.0,356.20686212956167,,12.0,None,18.0,M,2.0
P0013,13.0,Congruent,Blue,Red,Space,1.0,206.88377168439172,0.0,13.0,None,42.0,M,2.0
P0014,14.0,Neutral,Yellow,Red,Space,1.0,257.74311980740623,,14.0,None,30.0,F,2.0
P0015,15.0,Incongruent,Yellow,Yellow,Space,,614.7684944784625,0.0,15.0,None,23.0,M,2.0
P0016,16.0,Neutral,Yellow,Red,Space,1.0,310.2242514656082,1.0,16.0,None,18.0,F,2.0
P0017,17.0,Incongruent,Red,Yellow,Space,0.0,1603.808728203215,1.0,17.0,None,24.0,M,2.0
P0018,18.0,Congruent,Green,Blue,Space,1.0,166.18521696340608,1.0,18.0,None,22.0,F,2.0
P0019,19.0,Incongruent,Yellow,Blue,Space,0.0,1015.1460581418218,1.0,19.0,None,37.0,M,2.0
P0020,20.0,Incongruent,Blue,Yellow,Space,0.0,,0.0,20.0,None,52.0,F,2.0
P0001,21.0,Incongruent,Green,Blue,Space,0.0,689.4514497082218,1.0,21.0,None,36.0,M,2.0
P0002,22.0,Congruent,Yellow,Blue,Space,1.0,199.12148858674428,1.0,22.0,None,23.0,M,2.0
P0003,23.0,Incongruent,Green,Blue,Space,0.0,839.791400144496,0.0,23.0,None,31.0,M,2.0
P0004,24.0,Congruent,Red,Green,Space,1.0,234.96587310197594,1.0,24.0,None,38.0,M,2.0
