Participant_ID,Disability_Type,Assistive_Tech,Task_Name,Task_Success,Completion_Time_s,Error_Count,Error_Type,Keyboard_Presses,Cognitive_Load_Score,Satisfaction_Score,WCAG_Issue_Count
P0257,Hearing,None,Navigation,0.0,208.1762056134403,8.0,Navigation,28.0,3.0,4.0,3.0
P0258,Motor,Keyboard_Only,Navigation,1.0,326.71203730964595,1.0,Compatibility,20.0,4.0,4.0,6.0
P0259,Hearing,None,Navigation,1.0,49.32739548470283,1.0,Labeling,16.0,2.0,7.0,1.0
P0260,,None,Navigation,0.0,29.79228869127963,0.0,,20.0,4.0,5.0,0.0
P0261,Hearing,None,Form_Submit,1.0,833.1859829448567,0.0,None,12.0,3.0,7.0,0.0
P0262,Hearing,None,Search,0.0,48.21200785817984,0.0,None,21.0,2.0,5.0,3.0
P0263,Hearing,None,Search,1.0,38.62258861615567,5.0,Focus,21.0,4.0,5.0,2.0
P0264,Hearing,None,Search,1.0,288.3608740814294,0.0,None,12.0,4.0,5.0,6.0
P0265,Cognitive,None,,0.0,167.1721583445426,4.0,Navigation,26.0,1.0,7.0,0.0
P0266,Cognitive,None,Search,1.0,45.556959613627264,4.0,Focus,13.0,4.0,6.0,2.0
P0267,Visual,Screen_Reader,Navigation,1.0,133.00613441939458,5.0,Compatibility,14.0,5.0,5.0,1.0
P0268,Cognitive,None,Navigation,1.0,54.9538145013135,1.0,Compatibility,20.0,,7.0,1.0
P0269,Cognitive,None,Form_Submit,1.0,218.60640468701905,2.0,Navigation,17.0,3.0,4.0,2.0
P0270,Cognitive,None,Search,1.0,111.63393707557655,2.0,Labeling,13.0,4.0,6.0,3.0
P0271,Cognitive,None,Search,0.0,55.3669480441016,0.0,None,24.0,2.0,7.0,2.0
P0272,Visual,Magnifier,Checkout,0.0,156.55139752380614,0.0,None,30.0,2.0,4.0,3.0
P0273,Visual,Magnifier,,0.0,465.0576358681681,3.0,Labeling,21.0,1.0,5.0,2.0
P0274,Motor,Keyboard_Only,Search,1.0,151.27866273859422,3.0,Compatibility,14.0,4.0,4.0,1.0
P0275,Visual,Magnifier,Navigation,1.0,49.09992537531066,0.0,None,,,7.0,2.0
P0276,Motor,Keyboard_Only,Search,1.0,63.15289364928867,3.0,Compatibility,18.0,3.0,6.0,2.0
P0277,Motor,Voice_Control,Checkout,0.0,41.381252292860154,4.0,Focus,30.0,4.0,5.0,1.0
P0278,Cognitive,None,Form_Submit,1.0,186.5698818670205,3.0,Compatibility,14.0,4.0,7.0,0.0
P0279,Visual,Screen_Reader,Navigation,0.0,89.2576618797672,0.0,None,23.0,2.0,5.0,1.0
P0280,Visual,Screen_Reader,Form_Submit,1.0,101.66393675456507,0.0,None,14.0,3.0,6.0,2.0
P0281,Visual,Magnifier,Checkout,0.0,346.1174321251769,4.0,Focus,32.0,2.0,7.0,2.0
P0282,Visual,Screen_Reader,Checkout,1.0,111.75860182868972,2.0,Focus,14.0,4.0,7.0,2.0
P0283,Cognitive,None,Form_Submit,1.0,162.68500812972525,0.0,None,13.0,5.0,7.0,3.0
P0284,Cognitive,None,Checkout,1.0,12.133108172217906,0.0,None,,4.0,5.0,1.0
P0285,Motor,Keyboard_Only,Checkout,1.0,112.51220503980322,3.0,Labeling,15.0,4.0,5.0,1.0
P0286,Motor,Voice_Control,Navigation,1.0,32.402537451185864,0.0,None,11.0,3.0,6.0,2.0
P0287,Visual,Screen_Reader,Form_Submit,1.0,176.48806770922425,7.0,Focus,18.0,2.0,6.0,0.0
P0288,Visual,Screen_Reader,Form_Submit,1.0,167.13870045780544,3.0,Labeling,15.0,4.0,5.0,1.0
P0289,Cognitive,None,Search,0.0,38.8346845039725,0.0,None,27.0,4.0,6.0,1.0
P0290,Visual,Screen_Reader,Checkout,1.0,42.486377351804464,0.0,None,22.0,2.0,7.0,5.0
P0291,Cognitive,None,Navigation,1.0,102.32476708037927,0.0,None,6.0,3.0,6.0,2.0
P0292,Hearing,None,Navigation,1.0,30.082386613042857,3.0,Compatibility,14.0,2.0,5.0,1.0
P0293,Visual,Magnifier,Navigation,0.0,19.366259994491855,2.0,Labeling,22.0,2.0,4.0,2.0
P0294,Motor,Keyboard_Only,Search,1.0,151.3408756757307,0.0,None,12.0,2.0,5.0,3.0
P0295,Visual,Screen_Reader,Search,0.0,147.9741679133263,0.0,None,43.0,2.0,7.0,2.0
P0296,Cognitive,None,Form_Submit,0.0,72.47200263676518,2.0,Compatibility,30.0,3.0,5.0,0.0
P0297,Visual,Screen_Reader,Search,1.0,,0.0,None,13.0,4.0,6.0,2.0
P0298,,None,Checkout,0.0,200.85222952825632,2.0,Labeling,24.0,4.0,5.0,0.0
P0299,Hearing,None,Checkout,1.0,44.63441375278748,4.0,Compatibility,18.0,5.0,5.0,1.0
P0300,Hearing,None,Navigation,1.0,,0.0,None,16.0,1.0,5.0,2.0
P0301,Visual,,Form_Submit,0.0,76.4985190878868,0.0,None,25.0,4.0,7.0,1.0
P0302,Motor,Keyboard_Only,Checkout,1.0,63.50428383846217,2.0,Focus,14.0,2.0,6.0,2.0
P0303,Hearing,None,Checkout,0.0,80.60204193634891,0.0,None,25.0,3.0,5.0,1.0
P0304,Cognitive,None,Search,0.0,181.1068304658986,0.0,None,37.0,5.0,5.0,3.0
P0305,Visual,Screen_Reader,Search,0.0,252.47766184411608,1.0,Focus,28.0,1.0,6.0,0.0
,Motor,Keyboard_Only,Navigation,0.0,168.49499959643532,2.0,Navigation,35.0,4.0,6.0,1.0
P0307,Hearing,None,Checkout,1.0,40.61785694391652,3.0,Compatibility,20.0,3.0,6.0,2.0
P0308,Cognitive,None,Navigation,1.0,17.089004247013943,1.0,Labeling,13.0,4.0,6.0,0.0
P0309,Cognitive,None,Checkout,1.0,44.319724832114844,1.0,Labeling,19.0,3.0,4.0,3.0
P0310,Cognitive,None,Navigation,0.0,86.11644756272204,1.0,Labeling,26.0,2.0,6.0,2.0
P0311,Motor,Voice_Control,Search,1.0,33.58574855704056,2.0,Labeling,23.0,3.0,5.0,3.0
P0312,Motor,Voice_Control,Navigation,0.0,48.367961583301664,3.0,Labeling,,5.0,7.0,2.0
P0313,Visual,Screen_Reader,Search,,58.412088972646075,2.0,Compatibility,22.0,5.0,5.0,1.0
P0314,Visual,Magnifier,Navigation,1.0,114.466700087804,0.0,None,13.0,2.0,5.0,3.0
P0315,Motor,Voice_Control,Search,0.0,38.0628418647917,3.0,Focus,29.0,3.0,5.0,0.0
P0316,Motor,Voice_Control,Search,1.0,163.46149080919932,3.0,Labeling,12.0,5.0,6.0,2.0
P0317,Visual,Magnifier,Form_Submit,0.0,98.96429508981085,0.0,None,28.0,3.0,5.0,1.0
P0318,Visual,Magnifier,Form_Submit,1.0,36.65938867926013,4.0,Labeling,13.0,4.0,5.0,2.0
P0319,Visual,Magnifier,Navigation,1.0,109.40251825443039,4.0,Labeling,18.0,5.0,7.0,6.0
P0320,Hearing,None,Form_Submit,0.0,71.42631471674603,1.0,Navigation,22.0,4.0,7.0,3.0
P0321,Hearing,None,Search,1.0,130.0123496934945,0.0,None,12.0,4.0,7.0,0.0
P0322,Cognitive,None,Form_Submit,1.0,38.81633121080493,0.0,None,19.0,4.0,5.0,
P0323,Motor,Voice_Control,Form_Submit,1.0,97.2606685966969,0.0,None,17.0,3.0,6.0,4.0
P0324,Visual,Magnifier,Navigation,0.0,91.88871090961187,1.0,Labeling,22.0,3.0,6.0,
P0325,Visual,Screen_Reader,Form_Submit,1.0,95.22109058199979,5.0,Labeling,15.0,3.0,5.0,3.0
P0326,Hearing,None,Form_Submit,1.0,287.49827991161806,1.0,Labeling,16.0,,6.0,0.0
P0327,Cognitive,None,Form_Submit,0.0,187.52536311062906,1.0,Navigation,,2.0,5.0,2.0
P0328,Cognitive,None,Search,0.0,221.34929345672666,2.0,Focus,31.0,2.0,6.0,4.0
P0329,Motor,Voice_Control,Search,1.0,40.5983724092014,2.0,Focus,15.0,4.0,4.0,2.0
P0330,Visual,,Form_Submit,1.0,45.57875383851732,1.0,Labeling,13.0,3.0,7.0,2.0
P0331,Cognitive,None,,1.0,100.79215512399814,5.0,Focus,,4.0,6.0,2.0
P0332,Motor,Keyboard_Only,Checkout,1.0,232.20965797520938,0.0,None,14.0,2.0,4.0,1.0
P0333,Motor,Voice_Control,Search,0.0,46.34971676723862,3.0,Labeling,17.0,2.0,6.0,0.0
P0334,Hearing,None,Checkout,1.0,34.5089926041342,3.0,Labeling,9.0,,4.0,1.0
P0335,Visual,Screen_Reader,Checkout,0.0,112.37998166461284,0.0,None,20.0,4.0,,4.0
P0336,Cognitive,None,Search,1.0,53.66664426801614,0.0,None,21.0,3.0,6.0,3.0
P0337,Visual,Screen_Reader,Navigation,0.0,25.99675237555079,1.0,Focus,20.0,4.0,6.0,2.0
P0338,Visual,Screen_Reader,Navigation,0.0,22.679624652584007,0.0,None,20.0,3.0,5.0,5.0
P0339,Cognitive,None,Search,0.0,34.385001067293864,,Navigation,22.0,4.0,5.0,1.0
P0340,Cognitive,None,Form_Submit,0.0,72.80084390336532,1.0,Navigation,21.0,3.0,7.0,4.0
P0341,Visual,Magnifier,Form_Submit,1.0,204.0257134126079,0.0,None,13.0,4.0,4.0,1.0
P0342,Motor,Keyboard_Only,Navigation,0.0,67.46647901051304,0.0,None,29.0,2.0,7.0,1.0
,Motor,Voice_Control,Form_Submit,1.0,38.08079194412212,2.0,Focus,16.0,1.0,5.0,2.0
P0344,Hearing,None,Checkout,1.0,176.32194193967177,0.0,None,19.0,5.0,7.0,1.0
P0345,Visual,Screen_Reader,Form_Submit,0.0,186.45092130410882,2.0,Compatibility,27.0,3.0,5.0,1.0
P0346,Visual,Magnifier,Checkout,1.0,43.468872259305684,1.0,Focus,11.0,3.0,6.0,1.0
P0347,Visual,Screen_Reader,Navigation,1.0,23.72263773936179,3.0,Focus,16.0,3.0,5.0,1.0
P0348,Cognitive,None,Navigation,1.0,94.02744735075488,2.0,Compatibility,11.0,3.0,5.0,1.0
P0349,Hearing,None,Navigation,1.0,160.4160161103255,0.0,None,17.0,2.0,7.0,
P0350,,Voice_Control,Form_Submit,1.0,75.49868375355709,0.0,None,13.0,3.0,5.0,0.0
P0351,Hearing,None,Search,1.0,102.330268292704,1.0,Focus,16.0,5.0,4.0,2.0
P0352,Cognitive,None,Search,1.0,136.70675195058635,1.0,Navigation,16.0,4.0,6.0,1.0
P0353,Motor,Keyboard_Only,Search,1.0,52.980916884042585,0.0,None,18.0,3.0,7.0,1.0
P0354,Motor,Keyboard_Only,Form_Submit,1.0,62.931686217968206,4.0,Navigation,15.0,2.0,7.0,1.0
P0355,Cognitive,None,Checkout,0.0,54.68647880131543,0.0,None,25.0,4.0,7.0,1.0
P0356,Motor,Voice_Control,Form_Submit,1.0,101.10400083912019,1.0,Compatibility,15.0,3.0,5.0,2.0
P0357,Motor,Voice_Control,Search,0.0,181.53966888381788,0.0,None,32.0,2.0,5.0,2.0
P0358,Cognitive,None,Checkout,1.0,267.83003166975175,0.0,None,14.0,3.0,5.0,0.0
P0359,Cognitive,None,Checkout,1.0,16.69183955882173,0.0,None,19.0,3.0,5.0,3.0
P0360,Hearing,None,Form_Submit,1.0,100.72831866794884,0.0,None,20.0,1.0,6.0,1.0
P0361,Hearing,None,Checkout,1.0,153.90993375046708,3.0,Compatibility,15.0,3.0,5.0,1.0
P0362,Cognitive,None,Checkout,0.0,64.53599457390055,5.0,Compatibility,20.0,5.0,6.0,0.0
P0363,Hearing,None,Navigation,0.0,190.0189827272199,8.0,Labeling,19.0,1.0,7.0,1.0
P0364,Cognitive,None,Search,1.0,212.98665379767556,,Labeling,14.0,4.0,6.0,2.0
P0365,Motor,Keyboard_Only,Navigation,1.0,126.45287231220928,1.0,Labeling,11.0,5.0,4.0,2.0
P0366,Hearing,None,Form_Submit,0.0,157.36400306044612,2.0,Labeling,22.0,3.0,6.0,0.0
P0367,Visual,Screen_Reader,Form_Submit,1.0,56.94738143924909,4.0,Navigation,17.0,,6.0,7.0
P0368,Motor,Voice_Control,Form_Submit,1.0,38.43155188467529,0.0,None,15.0,4.0,4.0,1.0
P0369,Motor,Keyboard_Only,Search,1.0,39.9365174950943,1.0,Compatibility,10.0,3.0,7.0,1.0
P0370,Cognitive,None,Search,0.0,27.672437720440364,3.0,Navigation,29.0,,6.0,3.0
P0371,Cognitive,None,Checkout,0.0,90.15065591247645,1.0,Compatibility,15.0,2.0,5.0,1.0
P0372,Hearing,None,Form_Submit,1.0,139.8325553313473,0.0,None,17.0,4.0,6.0,3.0
P0373,Visual,Magnifier,Form_Submit,0.0,176.65964935318422,2.0,Navigation,19.0,4.0,7.0,1.0
P0374,Hearing,None,Search,1.0,113.9592290207463,3.0,Labeling,9.0,4.0,7.0,1.0
P0375,Motor,Voice_Control,Checkout,1.0,161.44702959573493,3.0,Labeling,12.0,,6.0,2.0
P0376,Visual,,Search,1.0,43.41878029535403,0.0,None,9.0,4.0,5.0,2.0
P0377,Hearing,None,,1.0,673.1075840922555,2.0,Labeling,15.0,3.0,6.0,1.0
P0378,Cognitive,None,Form_Submit,1.0,62.26625276473575,0.0,None,14.0,3.0,5.0,4.0
P0379,Hearing,None,Navigation,1.0,50.05621041676709,2.0,Focus,14.0,1.0,6.0,2.0
P0380,Cognitive,None,Checkout,1.0,63.52441836010806,5.0,Compatibility,15.0,5.0,5.0,2.0
P0381,Hearing,None,Form_Submit,1.0,176.73440287228618,2.0,Navigation,22.0,5.0,6.0,0.0
P0382,Visual,Screen_Reader,Navigation,,212.21166665748245,3.0,Focus,19.0,1.0,7.0,1.0
P0383,Motor,Keyboard_Only,Navigation,0.0,120.31611949075918,1.0,Labeling,24.0,3.0,4.0,5.0
P0384,Cognitive,None,Checkout,1.0,104.45273210580882,0.0,None,15.0,3.0,6.0,2.0
P0385,Motor,Voice_Control,Search,1.0,126.94979340166432,4.0,,16.0,3.0,6.0,1.0
P0386,Hearing,None,Form_Submit,1.0,53.180727699785905,0.0,None,17.0,4.0,4.0,0.0
P0387,Motor,Voice_Control,Checkout,1.0,316.56711260873124,0.0,None,14.0,3.0,7.0,1.0
P0388,Hearing,None,Checkout,,167.51188626856106,1.0,Navigation,10.0,3.0,6.0,1.0
P0389,Visual,Screen_Reader,Search,1.0,295.0625750003733,0.0,None,10.0,3.0,6.0,5.0
P0390,Visual,Magnifier,Search,1.0,99.09827674091571,,Focus,16.0,4.0,5.0,2.0
P0391,Visual,Magnifier,Navigation,1.0,195.6401379634869,3.0,Focus,19.0,1.0,5.0,2.0
P0392,Hearing,None,Checkout,1.0,82.42773179293035,2.0,Labeling,17.0,5.0,6.0,2.0
P0393,Hearing,None,Checkout,0.0,362.56664650409493,4.0,Navigation,18.0,5.0,5.0,0.0
P0394,Cognitive,None,Form_Submit,1.0,39.720378182065524,3.0,Navigation,15.0,4.0,5.0,5.0
P0395,Motor,Voice_Control,Navigation,0.0,86.39339861953295,0.0,None,22.0,5.0,,2.0
P0396,Motor,Keyboard_Only,Search,1.0,143.12985722864707,0.0,None,16.0,5.0,5.0,1.0
P0397,Motor,Keyboard_Only,Form_Submit,0.0,59.8583155628616,0.0,None,33.0,3.0,7.0,2.0
P0398,Visual,Screen_Reader,Search,0.0,419.2866248085139,,Labeling,25.0,5.0,6.0,2.0
P0399,Motor,Voice_Control,Checkout,,45.13037310576674,3.0,Labeling,16.0,,7.0,2.0
P0400,Hearing,None,Navigation,1.0,71.80040156685814,1.0,Focus,13.0,4.0,5.0,0.0
P0401,Motor,Voice_Control,Form_Submit,0.0,12.57665635305559,0.0,None,32.0,2.0,4.0,3.0
P0402,Motor,Keyboard_Only,Form_Submit,0.0,280.7506429364984,3.0,Focus,30.0,3.0,6.0,5.0
P0403,Motor,Keyboard_Only,Form_Submit,1.0,116.38887567223055,2.0,Labeling,11.0,5.0,6.0,2.0
P0404,Cognitive,None,Checkout,1.0,46.89907279139499,1.0,Labeling,9.0,3.0,6.0,3.0
P0405,Cognitive,None,Checkout,1.0,86.16591073556881,3.0,Compatibility,19.0,4.0,7.0,0.0
P0406,Hearing,None,Search,1.0,22.08606962383506,3.0,Navigation,19.0,4.0,6.0,2.0
P0407,Hearing,None,Search,0.0,70.30112986031386,1.0,Compatibility,29.0,4.0,5.0,0.0
P0408,Motor,Voice_Control,Checkout,1.0,274.7504801766695,2.0,Focus,16.0,4.0,5.0,3.0
P0409,Visual,Screen_Reader,Search,1.0,144.00534341425876,6.0,Navigation,14.0,3.0,5.0,1.0
P0410,Cognitive,None,Navigation,1.0,52.54187298645232,0.0,None,16.0,3.0,5.0,3.0
P0411,Visual,Screen_Reader,Search,0.0,79.71819693609702,2.0,Focus,17.0,1.0,7.0,1.0
P0412,Visual,Magnifier,Navigation,0.0,188.49898990932536,1.0,Compatibility,32.0,4.0,6.0,4.0
P0413,Motor,Keyboard_Only,Search,0.0,110.59809688607214,2.0,Focus,25.0,3.0,5.0,3.0
P0414,Hearing,None,Navigation,1.0,49.267685590407694,1.0,Labeling,19.0,1.0,6.0,0.0
P0415,,None,Navigation,0.0,33.75846958486132,0.0,None,,4.0,6.0,1.0
P0416,Hearing,None,Form_Submit,0.0,110.6646598915631,0.0,None,22.0,5.0,5.0,3.0
P0417,Motor,Voice_Control,Form_Submit,1.0,84.45080054926883,2.0,Focus,20.0,4.0,6.0,2.0
P0418,Visual,Screen_Reader,Navigation,1.0,75.73920316744154,3.0,Compatibility,13.0,3.0,6.0,1.0
P0419,Cognitive,None,Navigation,0.0,60.36575161771846,4.0,Navigation,28.0,2.0,4.0,6.0
P0420,Visual,Screen_Reader,Form_Submit,1.0,258.8049130502412,0.0,None,18.0,4.0,7.0,0.0
P0421,Hearing,None,Navigation,0.0,93.77847877026437,0.0,None,18.0,3.0,5.0,1.0
P0422,Hearing,None,Form_Submit,1.0,127.9285928094578,1.0,Focus,13.0,2.0,6.0,4.0
P0423,Cognitive,None,Form_Submit,1.0,85.12468788757056,3.0,Navigation,15.0,4.0,7.0,1.0
P0424,Cognitive,None,Navigation,1.0,47.53022794117036,2.0,Labeling,12.0,4.0,7.0,2.0
P0425,Visual,Magnifier,Search,1.0,139.7271875105144,2.0,Labeling,12.0,4.0,5.0,1.0
P0426,Visual,Screen_Reader,Navigation,1.0,112.64397156089447,0.0,None,16.0,3.0,5.0,2.0
P0427,Cognitive,None,Navigation,1.0,,2.0,Navigation,15.0,3.0,6.0,2.0
P0428,Cognitive,None,Checkout,1.0,53.17099613195551,4.0,Focus,18.0,3.0,6.0,2.0
P0429,Motor,Keyboard_Only,Checkout,1.0,218.47105899688728,,Navigation,12.0,1.0,,7.0
P0430,Visual,Screen_Reader,Search,1.0,29.381160150640035,0.0,None,21.0,3.0,6.0,1.0
P0431,Cognitive,None,Checkout,0.0,96.4896483331213,4.0,Navigation,29.0,4.0,5.0,2.0
P0432,Hearing,None,Navigation,1.0,75.18386718968276,0.0,None,13.0,2.0,5.0,1.0
P0433,Hearing,None,Navigation,0.0,53.82108997097744,1.0,Labeling,30.0,1.0,5.0,0.0
P0434,Hearing,None,Navigation,0.0,210.73931495547168,1.0,Focus,27.0,3.0,7.0,4.0
P0435,Visual,Screen_Reader,Navigation,1.0,65.26369210948408,2.0,Labeling,,2.0,4.0,2.0
P0436,Cognitive,None,Navigation,1.0,64.47113274455563,1.0,Focus,11.0,3.0,7.0,3.0
P0437,Motor,Voice_Control,Checkout,1.0,181.83685861183034,3.0,Navigation,13.0,3.0,7.0,0.0
P0438,Visual,Screen_Reader,Navigation,1.0,74.37775092162002,1.0,Focus,13.0,3.0,6.0,2.0
P0439,Motor,Keyboard_Only,Form_Submit,1.0,19.691204908495052,0.0,None,16.0,4.0,6.0,1.0
P0440,Hearing,None,Checkout,0.0,31.768486418526553,0.0,None,18.0,4.0,5.0,2.0
,Visual,Screen_Reader,Search,0.0,31.291809377979654,1.0,Labeling,21.0,3.0,6.0,2.0
P0442,Visual,Screen_Reader,Search,0.0,69.18475245374893,2.0,Navigation,20.0,3.0,5.0,1.0
P0443,Cognitive,None,Search,1.0,92.33375325968262,0.0,None,20.0,2.0,5.0,1.0
P0444,Cognitive,None,Checkout,0.0,40.33410821556107,3.0,Focus,36.0,2.0,6.0,4.0
P0445,Hearing,None,Form_Submit,0.0,24.216940699940636,2.0,Compatibility,27.0,4.0,6.0,2.0
P0446,Motor,Voice_Control,Search,0.0,199.9657073179996,3.0,Focus,25.0,3.0,4.0,0.0
P0447,Cognitive,None,Navigation,1.0,24.428722236167644,5.0,Compatibility,20.0,4.0,4.0,2.0
P0448,Motor,Voice_Control,Form_Submit,0.0,141.51070710140493,5.0,Labeling,26.0,2.0,,3.0
P0449,Cognitive,None,Checkout,1.0,68.8523563006478,3.0,,11.0,2.0,5.0,1.0
P0450,Motor,Keyboard_Only,Navigation,1.0,354.42242132086625,0.0,None,16.0,5.0,7.0,1.0
P0451,Visual,Screen_Reader,Form_Submit,0.0,53.93304909011549,3.0,Focus,33.0,3.0,7.0,2.0
P0452,Hearing,,Form_Submit,0.0,110.64702725948032,0.0,None,14.0,4.0,5.0,
P0453,Hearing,None,Form_Submit,0.0,90.21426586963906,3.0,Focus,23.0,4.0,4.0,0.0
P0454,Visual,Magnifier,Search,0.0,78.64412249555684,0.0,None,20.0,4.0,7.0,2.0
P0455,Hearing,None,Navigation,1.0,21.283121699248284,1.0,,13.0,4.0,4.0,7.0
P0456,Motor,Voice_Control,Checkout,1.0,244.64806632286223,,Focus,16.0,3.0,7.0,1.0
P0457,Cognitive,None,Form_Submit,1.0,39.06281615407464,5.0,Compatibility,12.0,2.0,4.0,3.0
P0458,Motor,Voice_Control,Checkout,1.0,88.93596031327348,1.0,Navigation,14.0,3.0,5.0,2.0
P0459,Hearing,None,Search,1.0,21.524773022927924,0.0,None,9.0,4.0,6.0,3.0
P0460,Hearing,None,Search,0.0,71.37065904610164,3.0,Compatibility,23.0,3.0,6.0,0.0
P0461,Motor,Voice_Control,Checkout,0.0,70.19314070374466,4.0,Compatibility,27.0,1.0,7.0,4.0
P0462,Cognitive,None,Search,1.0,115.0030593320468,4.0,Labeling,14.0,3.0,6.0,2.0
P0463,Visual,Screen_Reader,Navigation,1.0,118.39653512751642,4.0,Compatibility,15.0,3.0,7.0,1.0
P0464,Motor,Voice_Control,Search,1.0,89.94726427008756,0.0,None,16.0,4.0,5.0,6.0
P0465,Hearing,None,Checkout,1.0,105.52363446725516,1.0,Compatibility,17.0,5.0,5.0,2.0
P0466,Motor,Voice_Control,Checkout,1.0,160.77998445383747,4.0,Focus,9.0,3.0,6.0,2.0
P0467,Cognitive,None,Search,0.0,84.19595712106666,6.0,Compatibility,23.0,4.0,6.0,1.0
P0468,Visual,Screen_Reader,Navigation,,40.690445578209136,0.0,None,31.0,3.0,6.0,0.0
P0469,Visual,Screen_Reader,Search,0.0,154.98876560527975,0.0,None,26.0,4.0,6.0,2.0
P0470,Hearing,None,Search,0.0,18.437110051066284,2.0,Compatibility,27.0,3.0,6.0,3.0
P0471,Motor,Voice_Control,Search,0.0,23.328283510071095,2.0,Compatibility,28.0,4.0,7.0,3.0
P0472,Cognitive,None,Navigation,0.0,126.33374565212299,0.0,None,19.0,3.0,4.0,0.0
P0473,Cognitive,None,Navigation,1.0,38.94608217329794,0.0,None,9.0,4.0,5.0,0.0
P0474,Visual,Screen_Reader,Form_Submit,0.0,49.79510418935206,0.0,None,24.0,3.0,4.0,
P0475,,None,Search,1.0,145.12469905051788,3.0,,16.0,4.0,4.0,
P0476,Cognitive,None,Navigation,1.0,89.37115153770841,3.0,Labeling,19.0,2.0,7.0,4.0
P0477,Cognitive,None,Checkout,1.0,173.65851245848052,0.0,None,13.0,4.0,5.0,3.0
P0478,Hearing,None,Checkout,0.0,35.1183181997637,0.0,None,24.0,3.0,6.0,2.0
P0479,Visual,Magnifier,Checkout,1.0,135.8995525866751,0.0,None,20.0,4.0,7.0,4.0
P0480,Cognitive,None,Form_Submit,1.0,514.3896771880084,4.0,Focus,21.0,3.0,4.0,2.0
P0481,Cognitive,None,Navigation,1.0,164.10652475207445,1.0,Focus,13.0,2.0,7.0,2.0
P0482,Cognitive,None,Checkout,,161.55029519834662,0.0,None,12.0,1.0,7.0,3.0
P0483,Hearing,None,Form_Submit,1.0,89.08176973406268,2.0,Focus,19.0,3.0,6.0,3.0
P0484,Visual,Screen_Reader,Search,1.0,24.81349119376504,2.0,Labeling,14.0,3.0,7.0,
P0485,Hearing,None,Checkout,0.0,43.553178391306616,1.0,Navigation,25.0,3.0,5.0,0.0
P0486,Hearing,None,Navigation,1.0,39.51556431899089,0.0,None,,,6.0,1.0
P0487,Cognitive,None,Search,1.0,48.99090383324855,3.0,Navigation,14.0,3.0,5.0,2.0
P0488,Hearing,None,,,76.9236962413701,3.0,Navigation,12.0,5.0,5.0,2.0
P0489,Cognitive,None,Checkout,0.0,94.28594979947555,0.0,None,37.0,4.0,6.0,3.0
P0490,Hearing,None,Checkout,1.0,56.465684550559686,3.0,Compatibility,17.0,4.0,7.0,0.0
P0491,Cognitive,None,Form_Submit,1.0,30.751006232288226,2.0,Focus,18.0,3.0,5.0,0.0
P0492,Cognitive,None,Search,1.0,102.76288781040589,3.0,Labeling,20.0,4.0,7.0,1.0
P0493,Hearing,None,Navigation,0.0,61.29151209372047,2.0,Navigation,21.0,2.0,5.0,3.0
P0494,Cognitive,None,Checkout,0.0,34.029540322454224,1.0,,30.0,2.0,5.0,3.0
P0495,Visual,Screen_Reader,Checkout,1.0,154.41610611683893,0.0,None,19.0,3.0,4.0,1.0
P0496,Visual,Screen_Reader,Checkout,0.0,290.69559827619344,0.0,None,17.0,4.0,5.0,6.0
P0497,Visual,Screen_Reader,Navigation,1.0,44.79448961600969,0.0,None,8.0,4.0,4.0,1.0
P0498,Hearing,None,Checkout,1.0,72.08982438915012,4.0,Labeling,14.0,3.0,4.0,1.0
P0499,Cognitive,None,Navigation,1.0,191.5074954319646,4.0,Navigation,17.0,5.0,6.0,2.0
P0500,Hearing,None,Form_Submit,0.0,64.27222002667256,2.0,Compatibility,29.0,2.0,6.0,1.0
P0501,Motor,Voice_Control,Checkout,0.0,161.99793355381757,0.0,None,24.0,5.0,7.0,3.0
P0502,Hearing,None,Navigation,1.0,82.76245258158055,1.0,Focus,13.0,4.0,5.0,0.0
P0503,Cognitive,None,Checkout,0.0,161.63699761479586,4.0,Focus,30.0,3.0,5.0,3.0
P0504,Cognitive,None,Checkout,1.0,53.082281784267835,0.0,None,16.0,3.0,7.0,1.0
P0505,Visual,Screen_Reader,Navigation,1.0,94.5275830042846,6.0,Compatibility,16.0,5.0,5.0,3.0
P0506,Visual,Screen_Reader,Form_Submit,1.0,34.71242137159017,3.0,Focus,16.0,4.0,6.0,3.0
P0507,Cognitive,None,Navigation,0.0,38.06660557498461,0.0,None,31.0,3.0,4.0,0.0
P0508,Visual,Magnifier,Checkout,1.0,43.9211068984502,0.0,None,16.0,2.0,,3.0
P0509,Hearing,None,Form_Submit,1.0,87.47704709371408,0.0,None,16.0,3.0,7.0,
P0510,Motor,Voice_Control,Navigation,0.0,190.66738555755813,4.0,Labeling,23.0,,5.0,3.0
P0511,Visual,Magnifier,Navigation,1.0,48.9360116344202,0.0,None,20.0,,6.0,1.0
P0512,Hearing,None,Form_Submit,1.0,45.96343881183745,0.0,None,20.0,3.0,5.0,1.0
P0513,Visual,Magnifier,Navigation,,65.39484329752563,5.0,Focus,10.0,4.0,6.0,2.0
P0514,Visual,Magnifier,Form_Submit,1.0,81.16928093994596,1.0,Compatibility,11.0,2.0,7.0,2.0
P0515,Visual,Magnifier,Checkout,0.0,96.33199224598059,4.0,Navigation,21.0,3.0,6.0,1.0
P0516,Hearing,None,Checkout,0.0,61.012207663026146,1.0,Navigation,20.0,3.0,7.0,1.0
