Participant_ID,Age,Gender,Device_Type,Experience_Level,Task_Success,Completion_Time_s,SUS_Q1,SUS_Q2,SUS_Q3,SUS_Q4,SUS_Q5,SUS_Q6,SUS_Q7,SUS_Q8,SUS_Q9,SUS_Q10,UEQ_Attractiveness,UEQ_Efficiency,UEQ_Perspicuity,NASA_TLX_Mental,NASA_TLX_Temporal,NASA_TLX_Frustration,Trust_Score,Ease_of_Use,Willingness_to_Reuse,Attention_Check_Passed
P0230,18.0,,iOS,Beginner,1.0,41.93002435528928,4.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,12.640605258372476,9.949628292114946,-3.9833078318081303,6.527315942168683,7.682315410946486,2.1627158763212906,1.0
P0231,29.0,M,Desktop,Advanced,1.0,44.486621128599346,2.0,4.0,1.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,6.0,6.0,5.0,11.041513610969355,12.897363839880878,,5.959203634486055,5.121843494581616,4.685526363892203,1.0
P0232,36.0,F,iOS,Beginner,1.0,95.07377720374319,4.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,5.0,5.0,7.0,6.575447723097864,16.914203759557633,-1.5941443411590681,7.634334804054639,6.739852211897549,4.003119266198951,1.0
P0233,31.0,F,,Intermediate,1.0,146.12845323679582,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,7.0,4.0,21.0,5.123197358089892,-1.1846903004282048,4.552288827715138,6.54468864064602,3.112231621207652,
P0234,38.0,M,Android,Beginner,1.0,258.7864506458356,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,3.0,6.0,5.0,4.0,21.0,5.553132697233809,0.4902380411668332,7.530466297199997,5.133430625110381,4.001512165910928,1.0
P0235,26.0,M,iOS,Advanced,1.0,104.39150560922263,4.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,6.0,4.0,,9.983032579929084,21.0,-4.0650940920499306,4.512993806565888,5.810982313789302,5.515904007113698,1.0
P0236,27.0,Prefer not to say,Android,Beginner,1.0,86.10176919547439,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,6.0,6.0,21.0,10.005517305148345,-2.141477492094255,6.4477634369494705,7.273462458236613,5.854039598274781,1.0
P0237,32.0,M,Android,Beginner,1.0,65.08087747425829,5.0,4.0,3.0,5.0,2.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,21.0,9.325817838545735,-3.5442964196432816,6.251289996173096,5.006646021793141,2.276536504937135,0.0
P0238,38.0,M,iOS,Beginner,,269.0378362388132,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,6.0,7.0,3.0,15.733832119087507,11.146161539273448,8.815782478812402,6.4476487252749894,6.35575449956025,3.861396525886546,1.0
P0239,28.0,F,Android,Advanced,1.0,33.64411251409856,4.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,6.0,3.0,21.0,21.0,-4.438615123843673,6.5682270140318595,6.682578540289406,,1.0
P0240,36.0,F,Android,Beginner,1.0,264.21468008672036,4.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,,4.0,4.0,6.0,7.297033704046326,6.604496885104893,-4.12915879327214,7.440736074671588,6.4662601665345845,4.676417161028713,1.0
P0241,30.0,F,iOS,Intermediate,1.0,70.89321604748622,3.0,3.0,3.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,8.935340215610369,5.614499255497362,-2.370397092915258,7.591741431817444,4.770317738054061,4.78821485777139,1.0
,32.0,,Desktop,Intermediate,1.0,28.054865384873068,4.0,5.0,4.0,5.0,5.0,,4.0,4.0,4.0,5.0,5.0,6.0,6.0,21.0,21.0,4.470720853694123,7.397884920538231,7.249732022534026,3.1666681569514967,0.0
P0243,39.0,F,Android,Intermediate,1.0,38.175810776430644,1.0,4.0,3.0,3.0,5.0,4.0,2.0,4.0,5.0,2.0,4.0,4.0,6.0,8.420168405004986,8.309519398210497,-3.301658465608286,6.576932561518545,6.6406732569730025,5.9061261241032055,1.0
P0244,52.0,F,iOS,Intermediate,1.0,72.29049311799263,3.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,11.347357006398495,15.00682822514257,-4.311264396697219,7.0481941150323815,5.512811560842138,4.388754149385725,1.0
P0245,41.0,F,Desktop,Intermediate,1.0,22.343324382100377,2.0,5.0,4.0,2.0,4.0,5.0,3.0,4.0,5.0,2.0,5.0,6.0,5.0,3.5973130194361005,21.0,-3.7750557351175273,5.366177001235074,7.215897362616224,3.302995710691709,1.0
P0246,53.0,F,iOS,Intermediate,1.0,25.049883006991337,3.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,6.0,3.0,7.0,5.976559322060923,9.760740844478732,-4.031644539341059,7.010583498897628,6.664450200693981,4.350067194275203,1.0
P0247,28.0,M,iOS,Intermediate,1.0,230.6130901677704,2.0,4.0,5.0,4.0,5.0,2.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,6.522875505357747,,-2.6406971259698566,6.521357967387085,7.463532011691581,5.4331197065840175,1.0
P0248,32.0,F,Android,Intermediate,1.0,16.453673200411917,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,21.0,21.0,16.0,6.216850314677246,7.26790335453779,6.482133070962238,1.0
P0249,39.0,F,Android,Beginner,1.0,18.0811626290351,4.0,3.0,5.0,4.0,4.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.9096177904947482,7.956424565597795,0.13355278968771334,6.094590430922648,6.862805482680244,5.530143699374654,1.0
P0250,26.0,M,Desktop,Intermediate,0.0,30.546956133452028,4.0,4.0,4.0,5.0,1.0,4.0,1.0,5.0,3.0,3.0,4.0,6.0,3.0,19.35002207806532,6.173531356762046,6.666395128406637,5.259615093900971,5.138580015882473,5.577905679365086,1.0
P0251,31.0,Prefer not to say,Desktop,Beginner,0.0,0.0,4.0,5.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,,6.0,6.0,4.0,21.0,5.166536997158977,1.2534519406230846,5.895866068409141,5.348070344535795,4.340549982265943,1.0
P0252,44.0,F,Android,Intermediate,1.0,101.14655942192896,3.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,1.0,4.0,5.0,5.0,15.012691830584046,13.987997981004124,0.7129463485891847,7.929449305871529,6.953247450116222,6.2354846468473895,1.0
P0253,37.0,F,iOS,Advanced,1.0,110.34932619638253,5.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,,5.0,5.0,6.0,5.0,6.131412999177847,8.924043006543025,2.9626077136450633,6.328326513281711,,5.129647522110329,1.0
P0254,35.0,M,,Beginner,0.0,179.17024537330335,4.0,5.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,6.0,5.0,6.820039504273893,8.87816369051017,8.544441655873097,4.1934404823110345,4.955284220336188,4.322528551819594,1.0
P0255,19.0,Other,iOS,Advanced,1.0,38.47574074858887,4.0,5.0,2.0,5.0,5.0,3.0,2.0,5.0,3.0,3.0,5.0,5.0,7.0,10.617338282466736,5.38218362908057,-4.847801309624967,6.3450091440910885,4.807861541004073,5.379805620948411,1.0
P0256,30.0,M,Android,Beginner,1.0,49.68231418386538,4.0,4.0,2.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,6.0,4.0,3.0,8.12550876692502,9.855642411884311,-2.5704035682758692,7.292961821809325,6.04717741597071,5.234321646301554,1.0
P0257,42.0,F,iOS,Intermediate,1.0,43.09682647096067,4.0,5.0,3.0,,4.0,3.0,3.0,1.0,5.0,4.0,6.0,5.0,5.0,12.239153651134934,9.515459275996953,-3.327683967956523,4.559053886068371,4.318431838834357,4.767873672316164,1.0
P0258,27.0,M,iOS,,1.0,178.77475641876367,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,,6.0,18.515510623658457,9.518778342932261,13.92835774632552,5.431503051429535,6.027362986558462,6.3516831690504105,1.0
P0259,55.0,M,Desktop,Intermediate,1.0,45.724833929461646,5.0,,4.0,5.0,4.0,5.0,5.0,4.0,,3.0,6.0,7.0,6.0,19.534300506195137,14.689700553159689,5.45818814282099,6.795773441695942,7.543818989633552,3.51990085068356,1.0
P0260,40.0,M,iOS,Beginner,1.0,327.7050372031414,5.0,,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,6.0,,5.0,4.296989341188617,7.673889179804975,-4.02535402441859,7.418188176978996,7.330965418239785,4.9865441254075975,1.0
P0261,42.0,F,iOS,Intermediate,1.0,40.10397125996759,5.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,6.0,6.0,20.807056904841005,7.282766463184396,-2.7150304919744133,7.378588294188585,5.473788423135347,5.767655179921028,1.0
P0262,56.0,M,Android,Intermediate,1.0,19.0809625514463,1.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,6.0,4.0,12.620184738009533,8.277218516618985,1.3935796897922037,6.960751418106302,6.804346385747431,5.858808074556126,1.0
P0263,33.0,F,Android,Intermediate,0.0,174.0312798385839,2.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,6.349313775425959,20.49279634677619,10.057854863080426,5.183487056735423,4.7940511397091115,4.740700069364055,1.0
P0264,41.0,Other,iOS,Intermediate,1.0,47.8637938595182,4.0,4.0,3.0,,5.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,6.0,21.0,3.2024434350052173,0.9783687820876921,7.461944870847339,6.026899879277224,4.557528114211605,0.0
P0265,25.0,M,Desktop,Advanced,1.0,45.906149121499624,1.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,6.0,3.0,5.0,21.0,21.0,-4.6219335502396985,,,2.9894519061741267,0.0
P0266,46.0,F,Android,Advanced,1.0,151.6370860053598,4.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,,6.0,5.0,2.6525619813124703,9.301546323633874,0.008530815544461667,7.804214124435395,6.723253056827564,6.28722015831241,1.0
P0267,46.0,F,iOS,Intermediate,1.0,59.91455752827119,2.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,4.0,7.0,6.0,7.0,3.8283028688387435,12.275516353664074,-1.2771951507475872,5.906887727989486,4.378613857006221,4.700689266020504,1.0
P0268,20.0,F,Android,Advanced,1.0,32.971434254185034,4.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,6.0,6.0,6.759630507404681,11.060449449021542,-2.512620599676457,5.54926087931422,5.634927586965054,4.408999873036011,1.0
P0269,29.0,M,iOS,Beginner,,19.85875208342028,5.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,7.0,6.0,4.0,11.54319048419527,8.092766251274728,-4.859138230491232,7.626157478452738,5.502516922963355,3.298810701535014,0.0
P0270,29.0,,Android,Beginner,1.0,89.41784937600825,3.0,4.0,5.0,3.0,5.0,5.0,2.0,5.0,1.0,5.0,7.0,5.0,7.0,21.0,9.845858101830904,0.9705441999739435,6.148088292062502,6.823083161912582,5.501913571089146,1.0
P0271,20.0,M,Android,Intermediate,1.0,38.891850034739775,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,1.0,5.0,3.0,5.0,21.0,10.307353585086041,-4.341353194829852,6.504703352997291,6.586651645405769,5.714393723429778,0.0
P0272,39.0,F,iOS,Beginner,1.0,39.079163856463225,1.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,8.84847915703596,11.108697801183839,-4.713827869337218,7.158219913126403,5.840276134909241,4.359340822871344,0.0
P0273,18.0,M,iOS,Intermediate,1.0,26.373860325336693,,3.0,4.0,2.0,5.0,5.0,3.0,3.0,4.0,5.0,6.0,5.0,6.0,7.56565828831127,6.5335237437104325,-4.692952527771141,6.650680442984324,,4.36538414967802,1.0
P0274,20.0,F,iOS,Intermediate,1.0,213.99893014938428,3.0,3.0,1.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,19.20840075673339,18.997564099114978,0.24543133399258732,7.756766673576,5.675210751750875,4.142358410774767,1.0
P0275,36.0,,Android,Intermediate,1.0,392.4814887716881,1.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,,6.0,6.0,4.0,9.065213788545293,9.897623157735902,-4.40329300687417,6.890238504354297,6.480671891995886,4.373997637663442,0.0
P0276,37.0,M,Android,Advanced,1.0,17.569621328811845,2.0,3.0,5.0,3.0,2.0,4.0,4.0,5.0,2.0,3.0,6.0,4.0,5.0,17.7698842251748,17.165539149410026,-4.267663313929162,7.926835830385686,5.925153354081179,5.753265680946423,1.0
P0277,43.0,F,iOS,Intermediate,1.0,41.79392579188163,5.0,3.0,4.0,2.0,4.0,5.0,2.0,5.0,3.0,1.0,3.0,5.0,5.0,7.532952753690145,5.184646351938668,3.5743224058571847,6.139875402062065,6.978238119329558,4.180554250592601,1.0
P0278,36.0,M,Android,Intermediate,1.0,86.79197451370803,3.0,3.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,7.0,5.0,5.0,6.318223981332381,16.319897226784168,-4.840168356798863,7.752636026715114,6.615689523554679,5.3250270894331235,1.0
P0279,39.0,F,iOS,Intermediate,1.0,47.82082186111787,5.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,7.0,7.0,4.0,11.157682489951323,6.535925484312801,-1.235096957196955,7.192999562128393,6.403264067324093,5.3932089805746966,1.0
P0280,18.0,F,iOS,Intermediate,0.0,59.44847334853908,4.0,3.0,2.0,3.0,,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,11.859565114977537,15.285204948817059,0.46831514200289803,5.4615008442318755,5.836435728629107,4.837705660086389,1.0
P0281,33.0,F,Android,Beginner,1.0,87.89437728114477,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,21.0,8.571464233672586,-2.70360067855846,7.225153288555936,6.613073353517538,5.683135102223384,1.0
P0282,18.0,Other,Android,Intermediate,1.0,48.64345407162595,2.0,2.0,,5.0,4.0,5.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,11.19191175703433,6.6275657281797224,4.449299132637169,6.050412224909648,5.4471776359642465,5.5915466478157185,1.0
P0283,32.0,F,Android,Intermediate,1.0,193.17749734022323,2.0,5.0,5.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,6.0,4.0,3.0,21.0,12.541442783289213,4.006056182300835,6.038431358754545,7.41287476519294,5.974050475455817,1.0
P0284,36.0,M,iOS,Intermediate,1.0,30.621458102835767,4.0,4.0,3.0,4.0,5.0,4.0,5.0,,5.0,1.0,5.0,5.0,3.0,14.99861553398912,11.673571906742852,13.431475773898146,6.3355727744913075,5.996069806601005,3.965298489620637,1.0
P0285,30.0,M,iOS,Advanced,1.0,116.57044216810881,5.0,3.0,2.0,4.0,5.0,3.0,1.0,4.0,2.0,5.0,5.0,5.0,6.0,10.202261391945944,18.60527700153787,-4.648001718311415,6.6107003702186145,,4.701087190746857,1.0
P0286,40.0,M,iOS,Beginner,0.0,55.94623106276499,4.0,4.0,4.0,4.0,4.0,5.0,1.0,3.0,2.0,5.0,6.0,5.0,6.0,9.414922911920353,5.197278734082833,2.8846006218702716,4.632653069353452,4.567839797565176,3.7804310913440267,1.0
P0287,40.0,Other,Android,Advanced,1.0,88.0351135431061,5.0,3.0,4.0,4.0,2.0,3.0,5.0,2.0,5.0,5.0,6.0,5.0,4.0,11.721235024536158,15.25950669118926,7.8875859294731185,5.2213741520445005,6.430232633116786,5.897427022644176,1.0
P0288,45.0,Other,Desktop,Advanced,1.0,63.42275990618413,4.0,4.0,3.0,5.0,1.0,5.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,6.5257287770634615,11.48589727796617,-2.060472885053039,,6.86437313702633,4.604429661959547,1.0
P0289,18.0,M,Android,Intermediate,0.0,30.83550540086075,5.0,4.0,2.0,5.0,4.0,5.0,4.0,1.0,5.0,3.0,5.0,6.0,7.0,20.896501610286727,19.335781336312905,7.029875492593344,3.776619614768599,5.041630946291528,4.726820621349517,1.0
P0290,35.0,F,iOS,Beginner,1.0,44.50227097325642,4.0,4.0,5.0,3.0,2.0,5.0,5.0,4.0,1.0,4.0,5.0,5.0,5.0,4.313792356425757,4.00713596680113,-3.3586292729365725,6.571945043205442,5.927332525900468,4.600077933050514,1.0
P0291,22.0,M,Android,Advanced,1.0,62.21334926105794,5.0,3.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,2.0,5.0,3.0,5.0,18.14876394741584,10.63439127237125,-3.9696356810155047,5.971799949993116,6.894855180487658,3.792795266409693,1.0
P0292,26.0,F,iOS,Intermediate,1.0,19.723245032388935,2.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,7.0,3.0,4.0,7.660269161405725,6.7192272924847405,,5.563146901854146,7.139655666600384,5.691535611109833,1.0
P0293,18.0,Other,Android,Beginner,1.0,22.89793661363771,2.0,2.0,4.0,5.0,3.0,2.0,5.0,5.0,4.0,3.0,3.0,5.0,6.0,21.0,5.670848125439778,7.872340557701456,6.388216594092895,6.493968695487585,4.978561037748672,1.0
P0294,28.0,M,iOS,Intermediate,1.0,22.136099697395604,5.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,6.0,6.0,6.0,15.213115531154383,9.531679614643478,-4.305745401078326,5.4524449331348706,6.8969107882824146,5.1098084239723205,1.0
P0295,39.0,M,iOS,Beginner,1.0,89.23970552243219,3.0,5.0,2.0,5.0,4.0,4.0,2.0,3.0,5.0,4.0,5.0,5.0,6.0,4.555442585088949,9.23995902220525,-1.0842946722475153,7.604794984144146,6.110056318633493,3.07092315716224,1.0
P0296,39.0,F,,Advanced,1.0,136.64468233229795,3.0,,4.0,5.0,1.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,6.0,11.331140535304122,11.064834564172248,-4.331492686074811,7.2122785912317795,7.202057556561192,6.106176171308196,1.0
P0297,32.0,M,iOS,Intermediate,1.0,80.81190511088445,5.0,1.0,5.0,5.0,5.0,2.0,3.0,2.0,5.0,,6.0,5.0,5.0,5.45583881899592,5.994972970625875,-2.2515855851039035,6.682740353233813,6.8875381271903,5.44400791892787,1.0
P0298,31.0,M,iOS,Intermediate,0.0,45.28010855639013,3.0,2.0,4.0,,5.0,4.0,5.0,4.0,3.0,2.0,6.0,6.0,6.0,5.959657112129341,8.057968864514871,6.497199782801574,4.399887344890777,6.0188973217420045,5.360391483522078,1.0
P0299,33.0,F,iOS,Intermediate,1.0,74.15780723584203,4.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,6.0,6.0,6.0,10.373367242370852,5.2832457753734365,-1.3335934120711497,5.0445816692719685,7.137290546580244,4.390430549507525,1.0
P0300,29.0,M,Android,Intermediate,0.0,133.1691755807677,5.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,6.0,5.0,17.886898008016917,19.281764367894265,6.538213831423263,4.987300321536797,4.42389871151337,4.561736135104607,0.0
P0301,54.0,F,iOS,Intermediate,1.0,138.6013012325918,5.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,7.0,6.0,21.0,6.33303578705905,4.6940459232283835,6.542684628730582,6.411565946194052,3.93126638035418,1.0
P0302,25.0,F,iOS,Beginner,1.0,35.70264384596157,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,18.8194483282787,5.540114231158241,2.986624344019102,4.787861470274182,5.076643740437751,4.693622656736705,1.0
P0303,42.0,F,Android,Advanced,0.0,21.157539321700067,3.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,6.0,5.0,6.0,19.427404299653077,,1.2238020441081885,5.59838276659817,6.004908874301512,4.6029788646199625,1.0
P0304,59.0,M,iOS,Intermediate,0.0,127.42906238955517,3.0,3.0,4.0,5.0,2.0,4.0,4.0,2.0,5.0,4.0,,4.0,6.0,21.0,5.442299896250133,2.9540622200066786,4.839632568134014,,3.4305533151488268,0.0
P0305,30.0,F,Desktop,Beginner,1.0,32.52045100366919,4.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,5.4840073746791616,11.019829185937684,-4.885071975023429,5.923561713332324,5.884224297455783,5.282073765995834,1.0
P0306,43.0,M,Android,Intermediate,1.0,149.49726911112558,4.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,6.0,5.0,6.0,4.427756330728977,9.4179273064193,-0.1155822819396608,6.791798061679489,6.562082160644651,5.965436860844476,1.0
P0307,20.0,F,Desktop,Intermediate,1.0,120.89356346465154,5.0,,4.0,3.0,2.0,4.0,3.0,2.0,5.0,,7.0,5.0,6.0,15.3565470403959,11.444084520272849,-4.501994401230908,5.675958308721675,5.553502086349193,4.887735142062764,1.0
P0308,52.0,F,iOS,,1.0,94.18954351319378,5.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,3.0,9.899592657412255,11.865962340330697,-3.6569436828866335,6.056270061416496,6.103984387424811,5.507207006743373,1.0
P0309,45.0,M,iOS,Intermediate,1.0,84.84698785887824,3.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,6.0,5.0,5.367636352176378,7.164551698329269,-0.15895618766742103,6.089182294356014,6.988136830321471,5.526691347373622,1.0
,36.0,F,,Intermediate,1.0,153.03947777824024,4.0,4.0,4.0,1.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,6.0,17.134526625126036,20.437601376316763,4.411865744701547,5.868486074873256,7.1097352408642145,5.401246480036406,0.0
P0311,28.0,F,iOS,Beginner,1.0,80.50488888927912,3.0,3.0,4.0,1.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,10.265353922099662,7.085907007937624,-2.5573159590748045,4.2803383415089264,7.4057315445916325,4.59722898992214,1.0
P0312,38.0,F,Desktop,Advanced,1.0,81.13483914821201,2.0,1.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,18.98689211247128,8.869684952002347,-3.9930920811860555,5.805262774650542,,5.131930469318504,1.0
P0313,29.0,Prefer not to say,Android,Beginner,1.0,120.21197376516,4.0,2.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,1.0,7.0,6.0,4.0,17.025836105479357,13.707415995527553,0.05891468385167098,6.6929048318943485,7.213452642298248,3.6324804171934537,1.0
P0314,36.0,F,Desktop,Beginner,1.0,46.51198821927894,3.0,4.0,5.0,4.0,3.0,1.0,5.0,4.0,5.0,4.0,7.0,7.0,6.0,5.435777027343137,9.827508002264361,5.136974011863389,7.317440992276589,6.215669900018577,5.471202676484268,1.0
P0315,41.0,M,Desktop,Intermediate,1.0,0.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,7.083541172163674,5.90823869781963,-1.5212293085219346,7.2102088654035335,6.490512145770469,3.8184595848617517,1.0
P0316,45.0,F,Android,Advanced,1.0,50.872157083749485,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,10.313185936037891,11.006649817088025,-1.2487467364764782,6.831841451733736,7.489548702951192,3.941925458074086,1.0
P0317,47.0,F,Desktop,Intermediate,1.0,111.8907121423181,4.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,6.0,5.0,6.0,21.0,6.18609160786055,10.553801267025298,7.037180849499388,,4.371531212224128,0.0
P0318,34.0,M,iOS,Advanced,0.0,107.19753881201535,2.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,7.0,,7.0,9.860188228216598,2.8146852334347576,0.6656357359307885,5.0719192626552,5.573551779544963,6.416134092867271,1.0
P0319,29.0,F,Android,Intermediate,1.0,252.2804212705198,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,6.0,6.0,5.0,5.739841139241834,11.26611446938604,-4.002364172785338,6.250710090307265,6.169158827018805,5.075845657919265,0.0
P0320,42.0,Prefer not to say,Desktop,Advanced,1.0,122.86077649856757,4.0,4.0,5.0,3.0,5.0,3.0,2.0,1.0,4.0,3.0,5.0,4.0,6.0,18.403104049379028,7.940363840224475,-2.1786898498525655,5.553386090830678,7.146464738716662,5.089413989324792,1.0
P0321,18.0,F,Android,Advanced,1.0,82.78355232493217,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,6.0,10.598654291857262,15.325515175648473,-2.103147609794505,7.338773763939292,6.3711512371563295,5.354592198068579,
P0322,36.0,F,Desktop,Beginner,0.0,14.2510123171379,5.0,3.0,5.0,5.0,2.0,1.0,5.0,5.0,4.0,3.0,6.0,4.0,3.0,21.0,10.753363554490686,5.909631466332229,3.839824493861822,4.268564385598805,5.330769771995495,1.0
P0323,46.0,F,iOS,Advanced,1.0,69.92099096426809,4.0,3.0,5.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0,7.0,6.0,5.0,21.0,9.606574305632725,-2.6663034532510848,7.7406985740417245,5.711695760073452,4.406007792541138,1.0
P0324,25.0,F,Desktop,Intermediate,1.0,37.11406556535328,2.0,5.0,2.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,6.0,4.0,3.0,8.88456181160803,,-1.4908576505660736,6.038843217327042,6.782552891019523,3.9967531780554637,0.0
P0325,35.0,M,Android,Intermediate,1.0,50.76185060734753,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,6.0,5.0,21.0,9.468002263670401,-2.1152082392746445,6.600072604057254,6.169709129907684,6.2064167071356495,1.0
P0326,46.0,F,iOS,Advanced,1.0,142.53186253483142,2.0,5.0,4.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,6.0,5.0,6.0,19.259488095049683,5.092000286636148,-2.7583935590350075,7.706710667490642,5.939929001793708,2.271820560617921,1.0
P0327,26.0,F,Android,Beginner,1.0,68.81616794285415,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,6.0,6.0,4.0,21.0,16.95100683494888,9.836925178070405,5.819783102706867,7.363921008733625,3.4237648249741506,1.0
P0328,27.0,M,Android,Advanced,1.0,39.78646590649017,3.0,3.0,2.0,5.0,3.0,2.0,4.0,,3.0,5.0,4.0,4.0,4.0,21.0,6.835901190753529,4.579849055863951,6.439157924563846,6.782926014161189,4.996131439464043,1.0
P0329,19.0,M,iOS,Advanced,1.0,59.04315518115015,4.0,3.0,4.0,5.0,3.0,2.0,5.0,3.0,4.0,2.0,6.0,5.0,6.0,6.513575750924171,13.530738707918342,-2.7664936130351245,6.572910277440161,7.117921520029639,3.68566540917278,1.0
P0330,43.0,F,iOS,Intermediate,1.0,104.81488099710793,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,1.0,5.0,7.0,6.0,15.298973174912726,13.643500737250001,-4.13097990607817,7.191330238744124,6.49830182245111,3.919924578900712,1.0
P0331,46.0,F,Desktop,Intermediate,1.0,59.90919766045857,3.0,5.0,2.0,5.0,5.0,1.0,3.0,2.0,3.0,5.0,7.0,5.0,6.0,11.412275460288958,9.034896156320444,-2.753025308349822,6.916625890820458,7.00507924421355,5.401438647605702,0.0
