User_ID,Session_ID,Referral_Source,Device_Type,Region,Step_1_Visited,Step_2_Clicked,Step_3_Submitted,Step_4_Confirmed,Completion,Exit_Step,Time_Between_Steps_s
U00275,S00275,Direct,Mobile,West,1.0,,1.0,0.0,0.0,4.0,19.591364654153754
U00276,S00276,Social,Tablet,North,,1.0,1.0,0.0,0.0,4.0,29.267018924638112
U00277,S00277,Paid,Tablet,North,1.0,,0.0,0.0,0.0,3.0,13.285969656029108
U00278,S00278,Social,Desktop,South,,0.0,0.0,0.0,0.0,2.0,3.20564636993338
U00279,S00279,Organic,Desktop,South,1.0,1.0,1.0,0.0,,4.0,51.31771120813835
U00280,S00280,Social,Tablet,West,1.0,1.0,0.0,0.0,0.0,3.0,35.27222657904503
U00281,S00281,Social,Tablet,East,1.0,1.0,1.0,0.0,0.0,4.0,7.336944342481114
U00282,S00282,Organic,Desktop,South,1.0,0.0,0.0,0.0,0.0,2.0,23.32085587086388
U00283,S00283,Organic,Desktop,West,1.0,1.0,0.0,0.0,0.0,3.0,46.230006928796314
U00284,S00284,Social,Desktop,North,1.0,1.0,0.0,0.0,0.0,3.0,5.498427255808876
U00285,S00285,Social,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,14.824501908816945
U00286,S00286,Direct,Desktop,South,1.0,1.0,0.0,0.0,0.0,3.0,18.13023776110135
U00287,S00287,Social,Desktop,South,1.0,1.0,,1.0,1.0,0.0,14.04410527207159
U00288,S00288,Referral,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,10.549340412794708
U00289,S00289,Referral,Mobile,West,1.0,1.0,0.0,0.0,0.0,3.0,16.51986752643202
U00290,S00290,Referral,Mobile,South,1.0,1.0,0.0,0.0,0.0,3.0,19.13678382853398
U00291,S00291,Referral,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,51.65246928502749
U00292,S00292,Organic,Mobile,West,1.0,1.0,0.0,0.0,0.0,3.0,47.53441940154154
,S00293,Direct,Desktop,East,1.0,1.0,1.0,1.0,1.0,0.0,17.04195985992514
U00294,S00294,Referral,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,29.270213663572054
U00295,S00295,Paid,Desktop,West,1.0,0.0,0.0,0.0,0.0,2.0,36.34877258470201
U00296,S00296,Referral,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,12.228427180103292
U00297,S00297,Organic,Mobile,South,1.0,1.0,1.0,0.0,0.0,4.0,11.838125043112875
,S00298,Paid,Tablet,South,1.0,0.0,0.0,0.0,0.0,2.0,4.324036961401835
U00299,S00299,Paid,Desktop,East,1.0,0.0,0.0,0.0,0.0,2.0,34.77029751274936
U00300,S00300,Organic,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,59.64598696712172
U00301,S00301,Referral,Desktop,West,1.0,0.0,0.0,0.0,0.0,2.0,109.10959040966068
U00302,S00302,Direct,Mobile,South,1.0,1.0,1.0,0.0,0.0,4.0,16.988141663788774
U00303,S00303,Social,Mobile,South,1.0,0.0,0.0,0.0,0.0,2.0,16.90771039657446
U00304,S00304,Paid,Tablet,South,1.0,0.0,0.0,0.0,0.0,2.0,21.459020497550412
U00305,S00305,Paid,Desktop,South,1.0,1.0,0.0,0.0,0.0,3.0,56.98477913964595
U00306,S00306,Organic,Mobile,West,1.0,0.0,0.0,0.0,0.0,2.0,46.006238374790186
U00307,S00307,Organic,Desktop,West,1.0,1.0,0.0,0.0,0.0,3.0,26.815900682640425
U00308,S00308,Direct,Desktop,West,1.0,1.0,1.0,0.0,0.0,4.0,21.688913115958076
U00309,S00309,Organic,Mobile,West,1.0,1.0,0.0,0.0,0.0,3.0,92.48471186773799
U00310,S00310,Referral,Desktop,North,1.0,1.0,0.0,0.0,0.0,3.0,9.027648733015832
U00311,S00311,Social,Mobile,North,1.0,0.0,0.0,0.0,0.0,2.0,13.881697886363485
U00312,S00312,,Mobile,South,1.0,0.0,0.0,0.0,0.0,2.0,20.657911082427745
U00313,S00313,Paid,Mobile,West,1.0,1.0,1.0,0.0,0.0,4.0,17.05483082556622
U00314,S00314,Direct,Tablet,East,1.0,0.0,0.0,0.0,0.0,2.0,27.202382045247383
U00315,S00315,Referral,Desktop,South,1.0,1.0,0.0,0.0,0.0,3.0,24.069842054995462
U00316,S00316,Paid,Desktop,East,1.0,1.0,0.0,0.0,0.0,3.0,73.3384692239824
U00317,S00317,Organic,Desktop,South,1.0,1.0,1.0,0.0,0.0,4.0,
U00318,S00318,Referral,Tablet,East,1.0,1.0,0.0,0.0,0.0,3.0,30.797540365665053
U00319,S00319,Direct,Tablet,,1.0,1.0,,0.0,0.0,4.0,34.7257452615611
U00320,S00320,Referral,Tablet,South,,1.0,0.0,0.0,0.0,3.0,18.233794971362958
,S00321,Organic,Tablet,West,1.0,0.0,0.0,,0.0,2.0,43.2739842090754
U00322,S00322,Referral,Mobile,South,1.0,1.0,0.0,0.0,0.0,3.0,31.89635137633446
U00323,S00323,Paid,Desktop,South,1.0,1.0,0.0,0.0,0.0,3.0,33.34706356549308
U00324,S00324,Organic,Mobile,East,1.0,1.0,0.0,0.0,0.0,3.0,13.897957742972034
U00325,S00325,Referral,Tablet,South,1.0,0.0,0.0,0.0,0.0,2.0,31.108424372448912
U00326,S00326,Direct,Desktop,West,1.0,1.0,1.0,0.0,0.0,4.0,16.672515770098197
U00327,S00327,Organic,Tablet,East,1.0,1.0,1.0,0.0,0.0,4.0,31.422258137245997
U00328,S00328,Direct,Tablet,East,1.0,1.0,1.0,0.0,0.0,4.0,17.678356093253875
U00329,S00329,Organic,Desktop,West,1.0,0.0,0.0,0.0,0.0,2.0,6.134798517033473
U00330,S00330,Organic,Tablet,North,1.0,0.0,0.0,0.0,0.0,2.0,20.36122195772819
U00331,S00331,Organic,Desktop,East,1.0,1.0,0.0,0.0,0.0,3.0,10.60171384290389
U00332,S00332,Organic,Tablet,East,1.0,0.0,0.0,0.0,0.0,2.0,4.807760247483595
U00333,S00333,Paid,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,27.799918842686676
U00334,S00334,Social,Tablet,North,1.0,1.0,1.0,0.0,0.0,4.0,25.599525542322308
U00335,S00335,Referral,Desktop,North,1.0,1.0,1.0,1.0,1.0,0.0,33.99955678780413
U00336,S00336,Direct,Mobile,West,1.0,0.0,0.0,0.0,0.0,2.0,19.34183847243391
U00337,S00337,,Tablet,South,0.0,0.0,0.0,0.0,0.0,1.0,17.345052480007027
U00338,S00338,Organic,Tablet,South,1.0,0.0,0.0,0.0,0.0,2.0,28.625034916410183
U00339,S00339,Referral,Mobile,South,0.0,0.0,0.0,0.0,0.0,1.0,29.827259126024135
U00340,S00340,Organic,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,2.126882174244987
U00341,S00341,Referral,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,9.69327308130173
U00342,S00342,Social,Mobile,East,1.0,,1.0,0.0,0.0,4.0,162.77192047988942
U00343,S00343,Organic,Desktop,South,1.0,1.0,1.0,0.0,0.0,4.0,34.19628620585825
U00344,S00344,Social,Tablet,South,1.0,0.0,0.0,0.0,0.0,2.0,15.658117294216257
U00345,S00345,Social,Mobile,West,1.0,1.0,1.0,0.0,0.0,4.0,36.75565981017734
U00346,S00346,Referral,Mobile,South,1.0,0.0,0.0,0.0,0.0,2.0,45.23774212606977
U00347,S00347,Direct,Tablet,South,1.0,0.0,0.0,0.0,0.0,2.0,47.335922435232106
U00348,S00348,Paid,Desktop,South,1.0,0.0,,0.0,0.0,2.0,68.77592995376568
U00349,S00349,Paid,Tablet,West,1.0,1.0,1.0,0.0,0.0,4.0,56.11551236028663
U00350,S00350,Direct,Mobile,South,1.0,0.0,0.0,0.0,0.0,2.0,22.36913375430315
U00351,S00351,Direct,Mobile,North,1.0,1.0,0.0,0.0,0.0,3.0,51.15918785815272
U00352,S00352,Direct,Mobile,West,1.0,1.0,0.0,0.0,0.0,3.0,21.881062286218818
U00353,S00353,Referral,Tablet,East,1.0,1.0,1.0,0.0,0.0,4.0,29.11587592875783
U00354,S00354,Organic,Desktop,North,1.0,1.0,0.0,0.0,0.0,3.0,18.49243948567195
U00355,S00355,Organic,Desktop,East,1.0,1.0,1.0,0.0,0.0,4.0,26.758395156115384
U00356,S00356,Paid,Tablet,West,1.0,1.0,0.0,0.0,0.0,3.0,25.937457687863443
U00357,S00357,Organic,Desktop,East,1.0,1.0,1.0,0.0,0.0,4.0,20.57835439458077
U00358,,Organic,Tablet,West,1.0,1.0,1.0,0.0,0.0,4.0,9.702046714388452
U00359,S00359,Organic,Desktop,East,1.0,1.0,1.0,1.0,1.0,0.0,14.792982000787358
U00360,S00360,Direct,Tablet,,1.0,1.0,0.0,0.0,0.0,3.0,69.17636214297706
U00361,S00361,Referral,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,7.980163051474767
U00362,S00362,Organic,Desktop,East,1.0,1.0,0.0,0.0,0.0,3.0,33.91213927668148
U00363,S00363,Social,Desktop,North,1.0,0.0,0.0,0.0,0.0,2.0,25.940615349748978
U00364,S00364,Organic,Mobile,South,1.0,1.0,0.0,0.0,0.0,3.0,20.73448551125195
U00365,S00365,Referral,Mobile,South,,0.0,0.0,0.0,0.0,2.0,10.354512702718806
U00366,S00366,Direct,Mobile,South,1.0,1.0,0.0,0.0,0.0,3.0,26.980195762875105
U00367,S00367,Organic,Desktop,East,1.0,1.0,0.0,0.0,0.0,3.0,20.39435585778309
U00368,S00368,Referral,Mobile,South,,1.0,1.0,0.0,0.0,4.0,20.331944367753856
U00369,S00369,Paid,Tablet,South,1.0,1.0,1.0,1.0,1.0,0.0,21.344995557775878
,S00370,Direct,Desktop,South,1.0,0.0,0.0,0.0,0.0,2.0,12.807663746569508
U00371,S00371,Social,Mobile,East,1.0,1.0,1.0,0.0,0.0,4.0,18.02222726669186
U00372,S00372,,Mobile,West,1.0,0.0,0.0,0.0,0.0,2.0,11.391180879832874
U00373,S00373,Direct,Tablet,East,1.0,0.0,0.0,0.0,0.0,2.0,4.711759128548269
U00374,S00374,Social,Mobile,South,1.0,1.0,0.0,0.0,0.0,3.0,19.424081322222886
U00375,S00375,Organic,Desktop,East,1.0,0.0,0.0,0.0,0.0,2.0,33.36493541262951
,S00376,Social,Desktop,East,1.0,1.0,0.0,0.0,0.0,3.0,8.848720731959785
U00377,S00377,Organic,Tablet,East,1.0,0.0,0.0,0.0,0.0,2.0,9.114688783526281
U00378,S00378,Organic,Desktop,West,1.0,1.0,0.0,0.0,0.0,3.0,91.74921359512349
U00379,S00379,Paid,Mobile,South,1.0,1.0,0.0,0.0,0.0,3.0,
U00380,S00380,Paid,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,35.130151412162114
U00381,,Organic,Desktop,South,1.0,0.0,0.0,0.0,0.0,2.0,25.369989545784517
U00382,S00382,Referral,Tablet,North,1.0,,0.0,0.0,0.0,2.0,24.790423839474432
U00383,S00383,Paid,Mobile,West,1.0,1.0,1.0,0.0,0.0,4.0,26.648648855839152
,S00384,Referral,Mobile,West,1.0,0.0,0.0,0.0,0.0,2.0,22.598198073317292
U00385,S00385,Referral,Desktop,West,1.0,1.0,1.0,0.0,0.0,4.0,9.615876380853711
,S00386,Direct,Mobile,West,1.0,1.0,1.0,0.0,0.0,4.0,71.55328593014832
U00387,S00387,Referral,Tablet,East,1.0,1.0,1.0,0.0,0.0,4.0,26.102681085524384
U00388,S00388,Organic,Mobile,South,1.0,1.0,1.0,0.0,0.0,4.0,21.424133672323418
U00389,S00389,Paid,Tablet,West,1.0,1.0,0.0,0.0,0.0,3.0,50.552491114426054
U00390,S00390,Direct,Mobile,South,1.0,0.0,0.0,0.0,0.0,2.0,19.435995663528235
U00391,S00391,Referral,Mobile,East,1.0,1.0,0.0,0.0,0.0,3.0,14.550191236258474
U00392,S00392,Direct,Tablet,West,1.0,1.0,0.0,0.0,0.0,,16.566375583311807
U00393,S00393,Referral,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,14.267297785826136
U00394,S00394,Paid,Tablet,East,1.0,1.0,1.0,,0.0,4.0,15.852044094494213
U00395,S00395,Organic,Desktop,South,0.0,0.0,0.0,0.0,0.0,1.0,34.01709305342909
U00396,S00396,Referral,Desktop,West,1.0,1.0,0.0,0.0,0.0,3.0,48.02808637635301
U00397,S00397,Direct,Mobile,East,1.0,1.0,0.0,0.0,0.0,3.0,5.732243718592487
U00398,S00398,Referral,Tablet,East,1.0,1.0,0.0,0.0,0.0,3.0,25.852650762261955
U00399,S00399,Organic,Desktop,South,1.0,1.0,1.0,0.0,0.0,4.0,17.27463704421213
U00400,S00400,Organic,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,14.518159108909908
U00401,S00401,Organic,Desktop,South,1.0,1.0,1.0,0.0,0.0,4.0,9.837613964750371
U00402,S00402,Paid,Mobile,West,1.0,1.0,0.0,0.0,0.0,3.0,77.00315790835397
U00403,S00403,Referral,Desktop,North,0.0,0.0,0.0,0.0,0.0,1.0,46.496414778384846
U00404,S00404,Referral,Desktop,South,1.0,1.0,1.0,0.0,0.0,4.0,1.7593055552939614
U00405,S00405,Direct,Tablet,North,1.0,0.0,0.0,0.0,0.0,2.0,9.325460697268955
U00406,S00406,Organic,Tablet,North,1.0,1.0,1.0,0.0,0.0,4.0,21.162726628811235
U00407,S00407,Paid,Desktop,West,1.0,1.0,1.0,0.0,0.0,4.0,19.576562560346527
U00408,S00408,Paid,Desktop,East,1.0,1.0,1.0,1.0,1.0,0.0,8.063096478975508
U00409,S00409,Social,Tablet,North,1.0,0.0,0.0,0.0,0.0,2.0,25.26904553811628
U00410,S00410,Paid,Mobile,East,1.0,1.0,0.0,0.0,0.0,3.0,15.496667535611337
U00411,S00411,Referral,Mobile,North,1.0,0.0,0.0,0.0,0.0,2.0,28.158814871486598
U00412,S00412,,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,69.95755943932592
U00413,S00413,Paid,Mobile,West,1.0,1.0,0.0,0.0,0.0,3.0,38.34370705345616
U00414,S00414,Paid,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,15.461846369628233
U00415,S00415,Referral,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,6.2866086178375875
U00416,S00416,Referral,Tablet,East,1.0,1.0,1.0,0.0,0.0,4.0,19.778705918623878
U00417,S00417,Paid,Desktop,East,1.0,1.0,0.0,0.0,0.0,3.0,32.357353135685905
U00418,S00418,Social,Desktop,West,1.0,1.0,0.0,0.0,0.0,3.0,74.60049083584585
U00419,S00419,Referral,Mobile,North,1.0,1.0,1.0,1.0,1.0,0.0,16.630202506434753
U00420,S00420,Organic,Tablet,South,0.0,0.0,0.0,0.0,0.0,1.0,17.188007396682057
U00421,S00421,Paid,Tablet,South,1.0,1.0,1.0,0.0,0.0,4.0,12.103506736702736
U00422,S00422,Social,Mobile,North,1.0,1.0,0.0,0.0,0.0,3.0,38.31479509139456
U00423,S00423,Organic,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,26.86239829343194
U00424,S00424,Direct,Desktop,South,1.0,1.0,0.0,0.0,0.0,3.0,28.526320978520705
U00425,S00425,Organic,Mobile,East,1.0,1.0,0.0,0.0,0.0,3.0,55.90341222134457
U00426,S00426,Direct,Desktop,South,1.0,1.0,0.0,0.0,0.0,3.0,
U00427,S00427,Referral,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,37.90892125820115
U00428,S00428,Referral,Desktop,North,1.0,1.0,1.0,0.0,0.0,4.0,49.72507976579587
U00429,S00429,Organic,Tablet,South,1.0,0.0,0.0,0.0,0.0,2.0,11.158352236100516
U00430,S00430,Referral,Mobile,North,1.0,0.0,0.0,0.0,0.0,2.0,76.05827077845451
U00431,S00431,Direct,Desktop,West,1.0,1.0,0.0,0.0,0.0,3.0,13.356320843572021
U00432,S00432,Organic,Desktop,West,1.0,1.0,0.0,0.0,0.0,3.0,40.83387208093088
U00433,S00433,Paid,Desktop,West,1.0,1.0,0.0,0.0,,3.0,13.707441260667048
U00434,S00434,Direct,Mobile,North,1.0,1.0,0.0,0.0,0.0,3.0,11.530374632650679
U00435,S00435,Organic,Mobile,South,1.0,0.0,0.0,0.0,0.0,2.0,22.71234530453589
U00436,S00436,Paid,Desktop,North,1.0,1.0,0.0,0.0,0.0,3.0,19.481294076446936
U00437,S00437,,Tablet,South,1.0,1.0,1.0,0.0,0.0,4.0,26.116104919263275
U00438,S00438,Paid,Mobile,East,1.0,1.0,1.0,1.0,1.0,0.0,10.239458964580551
U00439,S00439,Paid,Tablet,West,1.0,,0.0,0.0,0.0,2.0,52.39832253181655
U00440,S00440,Paid,Desktop,East,1.0,,1.0,0.0,0.0,4.0,23.2716073577665
U00441,S00441,Referral,Desktop,East,1.0,1.0,0.0,0.0,0.0,3.0,35.14008055454327
U00442,S00442,Organic,Tablet,North,1.0,0.0,0.0,0.0,0.0,2.0,27.457810939836826
U00443,S00443,Referral,Tablet,West,1.0,0.0,,0.0,0.0,2.0,9.792534017325588
U00444,S00444,Organic,Desktop,West,0.0,0.0,0.0,0.0,0.0,1.0,
U00445,S00445,Organic,Tablet,South,1.0,1.0,,0.0,0.0,3.0,24.292676275900202
U00446,S00446,Organic,Mobile,North,0.0,0.0,0.0,0.0,0.0,1.0,88.48766113696352
U00447,S00447,Direct,Tablet,East,1.0,1.0,1.0,0.0,0.0,,46.71381506758695
U00448,S00448,Referral,Desktop,East,1.0,0.0,0.0,0.0,0.0,2.0,24.321029659699025
U00449,S00449,Organic,Mobile,East,1.0,1.0,0.0,0.0,0.0,,19.759605732203777
U00450,S00450,Organic,Desktop,East,1.0,1.0,0.0,0.0,0.0,3.0,19.383232673679284
U00451,S00451,Referral,Tablet,East,1.0,0.0,0.0,0.0,0.0,2.0,28.693772899750513
U00452,S00452,Organic,Desktop,East,0.0,0.0,0.0,0.0,0.0,1.0,28.63623162445071
U00453,S00453,Paid,Desktop,North,1.0,1.0,0.0,0.0,0.0,3.0,8.4193650557085
U00454,S00454,Organic,Desktop,North,1.0,1.0,1.0,1.0,1.0,0.0,20.5145381460025
U00455,S00455,Referral,Tablet,South,1.0,0.0,0.0,0.0,0.0,2.0,37.60804086615438
U00456,S00456,Social,Desktop,North,0.0,0.0,0.0,0.0,0.0,1.0,30.31845901649668
U00457,S00457,Paid,Desktop,East,1.0,1.0,0.0,0.0,0.0,3.0,40.621952035186524
U00458,S00458,Direct,Desktop,East,1.0,0.0,0.0,0.0,0.0,2.0,7.325135322886577
U00459,S00459,Organic,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,31.909084822028586
U00460,S00460,,Desktop,West,1.0,1.0,1.0,1.0,1.0,0.0,12.005710362489774
U00461,S00461,Referral,Tablet,North,1.0,1.0,1.0,0.0,0.0,4.0,24.71186983728286
U00462,S00462,Organic,Tablet,North,1.0,,0.0,0.0,0.0,3.0,25.400133694350075
U00463,S00463,Paid,Desktop,West,1.0,1.0,1.0,1.0,1.0,0.0,22.622566659848584
U00464,S00464,Organic,Tablet,South,1.0,0.0,0.0,0.0,0.0,2.0,8.280142976983589
U00465,S00465,Paid,Mobile,North,1.0,1.0,0.0,0.0,0.0,3.0,12.772738755734508
U00466,S00466,Paid,Mobile,East,1.0,1.0,0.0,0.0,0.0,3.0,23.1701821751707
U00467,S00467,Organic,Desktop,South,1.0,0.0,0.0,0.0,0.0,2.0,9.20077384303118
U00468,S00468,Referral,Mobile,South,1.0,0.0,0.0,0.0,0.0,2.0,38.615310802954454
U00469,S00469,Organic,Desktop,West,1.0,1.0,0.0,0.0,0.0,3.0,57.683811650439054
U00470,S00470,Social,Desktop,West,1.0,1.0,0.0,0.0,0.0,3.0,8.170312121401418
U00471,S00471,Referral,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,12.501681587565987
U00472,S00472,Organic,Tablet,South,1.0,0.0,0.0,0.0,0.0,2.0,20.900845003787566
U00473,S00473,Direct,Tablet,South,1.0,1.0,1.0,0.0,0.0,4.0,24.669130269702055
U00474,S00474,Social,Mobile,South,1.0,1.0,1.0,0.0,0.0,4.0,13.816365892564427
U00475,S00475,Referral,Tablet,North,1.0,1.0,1.0,0.0,0.0,4.0,25.80730494469139
U00476,S00476,Paid,Tablet,North,1.0,1.0,1.0,1.0,1.0,0.0,51.287127901412944
U00477,S00477,Paid,Mobile,South,1.0,1.0,1.0,0.0,0.0,4.0,9.112072081576095
U00478,S00478,Paid,Tablet,North,1.0,1.0,,0.0,0.0,4.0,32.32643736514732
U00479,S00479,,Tablet,North,0.0,0.0,0.0,0.0,0.0,1.0,11.087338376272617
U00480,S00480,Referral,Desktop,West,0.0,0.0,0.0,0.0,0.0,1.0,19.325006627898908
U00481,S00481,,Tablet,North,0.0,0.0,,0.0,0.0,1.0,7.002338934937666
U00482,S00482,Referral,Desktop,South,0.0,0.0,0.0,0.0,0.0,1.0,11.88340609607163
U00483,S00483,Referral,Mobile,North,1.0,0.0,0.0,0.0,0.0,2.0,21.403305590409545
,S00484,Paid,Desktop,South,1.0,0.0,0.0,0.0,0.0,2.0,25.461242145773298
U00485,S00485,Organic,Desktop,East,1.0,1.0,1.0,0.0,0.0,4.0,32.142913563653515
U00486,S00486,Paid,Desktop,North,1.0,1.0,0.0,0.0,0.0,3.0,4.628813505119141
U00487,S00487,Organic,Desktop,East,1.0,1.0,1.0,0.0,0.0,4.0,22.55553015633702
U00488,S00488,Direct,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,19.000360385726633
U00489,S00489,Referral,Tablet,West,1.0,1.0,0.0,0.0,0.0,3.0,16.859692504940504
U00490,S00490,Referral,Mobile,North,1.0,0.0,0.0,0.0,0.0,2.0,51.15034433712128
U00491,,Organic,Tablet,West,1.0,1.0,0.0,0.0,0.0,3.0,18.309576961206126
U00492,S00492,Referral,Desktop,East,1.0,1.0,1.0,0.0,0.0,4.0,47.93395414579234
U00493,S00493,Paid,Tablet,West,1.0,1.0,0.0,0.0,0.0,3.0,49.14300746312038
U00494,S00494,Organic,Mobile,East,1.0,1.0,0.0,0.0,0.0,3.0,18.978664179608646
,S00495,Organic,Desktop,South,1.0,0.0,0.0,0.0,0.0,2.0,13.137634767239
U00496,S00496,Organic,Mobile,West,1.0,1.0,1.0,0.0,0.0,4.0,10.776281796338736
U00497,S00497,Paid,Desktop,North,1.0,1.0,0.0,0.0,0.0,3.0,49.74430450153057
U00498,S00498,Paid,Desktop,East,1.0,0.0,0.0,0.0,0.0,,13.400339706688914
U00499,S00499,Paid,Desktop,West,1.0,1.0,1.0,0.0,0.0,4.0,9.440260056743353
U00500,S00500,Organic,Tablet,East,1.0,1.0,0.0,0.0,0.0,3.0,33.99516315423599
U00501,S00501,Direct,Tablet,North,0.0,0.0,0.0,0.0,0.0,1.0,25.15185491359744
U00502,,Organic,Desktop,North,1.0,1.0,1.0,1.0,1.0,0.0,16.2476095678656
U00503,S00503,Organic,Mobile,East,1.0,0.0,0.0,0.0,0.0,2.0,329.5811821646144
U00504,S00504,Paid,Mobile,East,1.0,0.0,0.0,0.0,0.0,2.0,79.06783478844942
U00505,S00505,Organic,Desktop,South,1.0,0.0,0.0,0.0,0.0,2.0,33.957330547104995
U00506,S00506,Referral,Desktop,West,1.0,1.0,0.0,0.0,0.0,3.0,6.654046992148555
U00507,S00507,Social,Desktop,West,1.0,0.0,0.0,0.0,0.0,2.0,12.444062996510638
U00508,S00508,Direct,Desktop,East,0.0,0.0,0.0,0.0,0.0,1.0,21.56870815139586
U00509,S00509,Paid,Desktop,North,1.0,1.0,1.0,0.0,0.0,4.0,13.94115631421843
U00510,S00510,Organic,,South,1.0,1.0,1.0,1.0,1.0,0.0,16.246523765268705
U00511,S00511,Organic,Tablet,East,1.0,1.0,0.0,0.0,0.0,3.0,41.89671735579931
U00512,S00512,Referral,Tablet,South,,1.0,1.0,1.0,1.0,0.0,18.586606838166862
U00513,S00513,Organic,Tablet,South,1.0,1.0,1.0,0.0,0.0,4.0,66.96561964578501
U00514,S00514,Direct,Mobile,West,1.0,1.0,0.0,0.0,0.0,3.0,6.209883206086995
U00515,S00515,Organic,Desktop,South,1.0,1.0,1.0,,0.0,,28.31269611184832
U00516,S00516,Organic,Desktop,South,0.0,0.0,0.0,0.0,0.0,1.0,17.17339285140321
U00517,S00517,Organic,Desktop,North,1.0,1.0,1.0,0.0,0.0,4.0,39.570311882964695
U00518,S00518,Organic,Desktop,South,1.0,1.0,0.0,0.0,0.0,3.0,19.41714280215903
U00519,S00519,Organic,Tablet,West,1.0,0.0,0.0,0.0,0.0,2.0,22.69769608219178
U00520,S00520,Referral,Mobile,East,1.0,1.0,0.0,0.0,0.0,3.0,9.05348685253809
U00521,S00521,,Desktop,South,1.0,1.0,0.0,0.0,0.0,3.0,17.156523180558736
U00522,S00522,Social,Desktop,West,1.0,1.0,1.0,0.0,0.0,4.0,12.81022037613249
U00523,S00523,Paid,Desktop,East,1.0,0.0,0.0,0.0,0.0,2.0,5.052673338139812
U00524,S00524,Referral,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,15.234722705223076
U00525,S00525,Paid,Mobile,West,1.0,1.0,1.0,1.0,1.0,0.0,18.922454655193146
U00526,S00526,Direct,Mobile,West,,0.0,0.0,0.0,0.0,2.0,14.225917845577229
U00527,S00527,Organic,Mobile,South,1.0,1.0,1.0,1.0,1.0,0.0,24.879487774966947
U00528,S00528,Direct,Desktop,North,1.0,1.0,0.0,0.0,0.0,3.0,44.54443330433353
U00529,S00529,Direct,Mobile,West,1.0,1.0,1.0,1.0,1.0,0.0,15.692075089068263
U00530,S00530,Organic,Desktop,East,1.0,1.0,1.0,0.0,0.0,4.0,14.09781948881152
U00531,S00531,Social,Mobile,South,1.0,1.0,1.0,0.0,0.0,4.0,13.820952327369206
U00532,S00532,Social,Tablet,West,1.0,,0.0,0.0,0.0,3.0,98.87626990984303
U00533,,Organic,Desktop,East,1.0,1.0,1.0,0.0,0.0,4.0,45.2472153118955
U00534,S00534,Social,,East,1.0,1.0,0.0,0.0,0.0,3.0,18.051819531014733
U00535,S00535,Organic,Mobile,South,1.0,1.0,0.0,0.0,0.0,3.0,21.957135657704395
U00536,S00536,Referral,Tablet,South,1.0,0.0,0.0,0.0,0.0,2.0,7.836706115012585
U00537,S00537,Paid,Desktop,North,1.0,0.0,0.0,0.0,0.0,2.0,20.101967103711935
U00538,S00538,Social,Mobile,West,1.0,0.0,0.0,0.0,0.0,2.0,6.534004693764605
U00539,S00539,Social,Tablet,North,1.0,0.0,0.0,0.0,0.0,,
U00540,S00540,,Desktop,South,1.0,1.0,0.0,0.0,0.0,3.0,19.820792310588338
U00541,S00541,Organic,Tablet,East,1.0,1.0,0.0,0.0,0.0,3.0,19.89388579352679
U00542,S00542,Direct,Tablet,North,0.0,0.0,0.0,0.0,0.0,1.0,11.60788085546392
U00543,S00543,Referral,Desktop,South,1.0,0.0,0.0,0.0,0.0,2.0,9.3477583039821
U00544,S00544,Direct,Tablet,East,1.0,1.0,1.0,0.0,0.0,4.0,66.7570201420289
U00545,S00545,Organic,Mobile,West,1.0,1.0,0.0,0.0,0.0,3.0,23.531356107172428
U00546,S00546,Organic,Desktop,West,1.0,0.0,0.0,0.0,0.0,2.0,26.246375654529636
U00547,S00547,Referral,Mobile,North,1.0,,0.0,0.0,0.0,2.0,17.79359561422488
U00548,S00548,Direct,Mobile,East,1.0,1.0,0.0,0.0,,3.0,16.90464992612744
U00549,S00549,Paid,Tablet,West,1.0,1.0,0.0,0.0,0.0,3.0,35.10423807596805
U00550,S00550,Organic,Desktop,West,1.0,0.0,0.0,0.0,0.0,2.0,92.82624090747677
U00551,S00551,Referral,Tablet,South,1.0,0.0,0.0,0.0,0.0,2.0,20.75222804410766
