Participant_ID,Card_ID,Card_Label,Assigned_Category,Category_Correct,Confidence_Rating,Task_Success,Path_Length,Time_on_Task_s,Design_Version
P0057,Card_307,Research,Academics,1.0,2.0,0.0,1.0,25.942935835471292,Current
P0058,Card_308,Campus,Main_Nav,1.0,3.0,,3.0,14.180976361961774,Proposed
P0059,Card_309,Research,Main_Nav,1.0,2.0,1.0,4.0,14.26122927155772,Proposed
P0060,Card_310,Campus,Academics,1.0,3.0,1.0,2.0,38.94778791037234,Current
P0061,Card_311,Home,,0.0,2.0,0.0,4.0,61.45945406061485,Current
P0062,Card_312,Contact,Resources,1.0,1.0,1.0,3.0,39.16793496800531,Current
P0063,Card_313,Faculty,Academics,1.0,5.0,1.0,5.0,96.10753559521974,Current
P0064,Card_314,Research,Resources,1.0,2.0,1.0,4.0,97.29974786283996,Current
P0065,Card_315,Faculty,Main_Nav,1.0,1.0,1.0,2.0,116.26306048399861,Current
P0066,Card_316,Campus,Resources,1.0,4.0,1.0,1.0,86.48871849744442,Current
P0067,Card_317,Contact,Resources,1.0,4.0,1.0,2.0,,Current
P0068,Card_318,About,Resources,1.0,1.0,0.0,2.0,38.75912460699667,Proposed
P0069,Card_319,Home,Resources,0.0,4.0,1.0,,38.63718733433541,Current
P0070,Card_320,Courses,Academics,1.0,5.0,1.0,1.0,21.0712969515453,Proposed
P0071,Card_321,Contact,Administration,1.0,4.0,0.0,1.0,229.15444155762813,Current
P0072,Card_322,Campus,Academics,1.0,2.0,1.0,5.0,78.92318623537774,Proposed
P0073,Card_323,Research,Academics,0.0,4.0,1.0,3.0,58.054974967537426,Current
P0074,Card_324,Contact,Administration,1.0,3.0,1.0,1.0,67.80289075876269,Proposed
P0075,Card_325,Campus,Academics,1.0,5.0,,4.0,35.99572339272534,Current
P0076,Card_326,Campus,Administration,1.0,3.0,1.0,2.0,45.97771385040948,Proposed
P0077,Card_327,About,Main_Nav,0.0,4.0,,2.0,92.25265748162666,Current
P0078,,Contact,Resources,0.0,3.0,1.0,0.0,85.61387720969542,Current
P0079,Card_329,Faculty,Academics,1.0,3.0,1.0,4.0,132.08312897649546,Current
P0080,Card_330,Faculty,Administration,1.0,3.0,1.0,4.0,72.14918783265242,Current
P0081,Card_331,Courses,Main_Nav,1.0,2.0,1.0,2.0,53.65908916106045,Current
P0082,Card_332,Admissions,Main_Nav,,4.0,0.0,2.0,84.81989253797438,Proposed
P0083,Card_333,Contact,Academics,1.0,5.0,1.0,2.0,111.08277718517117,Current
P0084,Card_334,Home,Resources,1.0,3.0,1.0,2.0,49.347093789606284,Current
P0085,Card_335,Admissions,Academics,0.0,4.0,1.0,3.0,28.73062914990132,Current
P0086,Card_336,About,Main_Nav,1.0,4.0,1.0,2.0,421.51369563882525,Proposed
P0087,Card_337,Admissions,Resources,1.0,5.0,1.0,4.0,170.03868510369105,Proposed
P0088,Card_338,Campus,Resources,1.0,2.0,1.0,2.0,39.67665549765937,Current
P0089,Card_339,Admissions,Administration,1.0,5.0,1.0,6.0,117.35133610582298,Proposed
P0090,Card_340,About,Academics,1.0,5.0,0.0,7.0,72.78392945600808,Proposed
P0091,Card_341,Faculty,Main_Nav,1.0,4.0,1.0,4.0,26.30775395801224,Current
P0092,Card_342,Campus,Academics,1.0,3.0,0.0,2.0,44.22967905622011,
P0093,Card_343,Campus,Administration,1.0,5.0,1.0,5.0,31.7188331875492,Proposed
P0094,Card_344,Research,Administration,0.0,4.0,1.0,4.0,80.32874504668943,Current
P0095,Card_345,Campus,Academics,1.0,5.0,1.0,4.0,10.012522731527248,Proposed
P0096,Card_346,Contact,Academics,1.0,5.0,1.0,3.0,235.44283054912825,Current
P0097,Card_347,About,Administration,1.0,1.0,1.0,4.0,152.2584893348981,Proposed
P0098,Card_348,Research,Main_Nav,1.0,3.0,1.0,6.0,114.55718509570812,Current
P0099,Card_349,Contact,,1.0,4.0,1.0,3.0,62.76767026481481,Proposed
P0100,Card_350,Admissions,Administration,1.0,4.0,1.0,2.0,267.54436724345635,Current
P0101,Card_351,Research,,0.0,5.0,1.0,2.0,156.49763639493105,Current
P0102,Card_352,Campus,Academics,1.0,4.0,1.0,2.0,66.47618839299689,Proposed
P0103,Card_353,About,Resources,1.0,4.0,1.0,0.0,30.710480842458786,Proposed
P0104,Card_354,Home,Academics,1.0,5.0,,5.0,109.15730557029171,Proposed
P0105,Card_355,Faculty,Academics,1.0,3.0,1.0,3.0,24.484710634573634,Proposed
P0106,Card_356,Admissions,Academics,1.0,2.0,1.0,2.0,124.90453012792025,Proposed
P0107,Card_357,Admissions,Academics,1.0,4.0,1.0,2.0,46.50514014777402,Proposed
P0108,Card_358,Campus,,1.0,5.0,0.0,3.0,60.463208648321995,Proposed
P0109,Card_359,Faculty,Administration,1.0,3.0,1.0,3.0,21.121581807112264,Current
P0110,Card_360,Contact,Academics,0.0,4.0,1.0,8.0,97.87708961756493,Current
P0111,Card_361,Contact,Main_Nav,0.0,3.0,0.0,2.0,22.25454827861139,Current
P0112,Card_362,Research,Resources,1.0,5.0,0.0,4.0,91.31413110145871,Current
P0113,Card_363,About,Resources,0.0,4.0,1.0,,14.346008223770893,Current
P0114,Card_364,Contact,Academics,,,1.0,2.0,12.029361700526966,Proposed
P0115,Card_365,About,Resources,1.0,4.0,0.0,1.0,33.249062006104026,Proposed
P0116,,About,Resources,1.0,5.0,1.0,3.0,29.625386561982626,Current
P0117,Card_367,Courses,Administration,0.0,5.0,1.0,6.0,15.934753374205924,Current
P0118,Card_368,Campus,Administration,1.0,4.0,1.0,2.0,10.103419467069008,Proposed
P0119,Card_369,Campus,Resources,1.0,3.0,0.0,4.0,47.22862442547087,Current
P0120,Card_370,Home,Resources,1.0,4.0,1.0,1.0,69.64534446032776,Current
P0121,Card_371,About,Resources,1.0,4.0,,3.0,88.92209183519788,Proposed
P0122,Card_372,Research,Academics,1.0,4.0,1.0,4.0,98.27532601903215,Current
P0123,Card_373,Faculty,Main_Nav,0.0,4.0,1.0,5.0,395.86123247424854,Current
P0124,Card_374,Courses,Resources,1.0,3.0,1.0,2.0,33.31306683385908,Proposed
P0125,Card_375,Campus,Academics,1.0,4.0,1.0,6.0,135.2420883663913,Proposed
P0001,Card_376,About,Main_Nav,1.0,5.0,1.0,3.0,18.026659936588963,Current
P0002,Card_377,,Administration,0.0,5.0,1.0,4.0,116.55605139647953,Current
P0003,Card_378,About,Academics,1.0,4.0,1.0,2.0,154.33284023701532,Proposed
P0004,Card_379,Research,Academics,1.0,4.0,1.0,3.0,110.34926778016435,Current
P0005,Card_380,Faculty,,1.0,2.0,1.0,4.0,22.8036649261294,Proposed
P0006,Card_381,Contact,Administration,1.0,5.0,1.0,2.0,46.10772581182967,Proposed
P0007,Card_382,Contact,Administration,,2.0,1.0,6.0,13.118978561710662,Current
P0008,Card_383,Research,Academics,1.0,4.0,1.0,3.0,59.72237348588995,Proposed
P0009,Card_384,Admissions,Resources,1.0,4.0,0.0,6.0,27.04870040320457,
P0010,Card_385,Home,Administration,1.0,3.0,1.0,3.0,259.5891847229897,Proposed
P0011,Card_386,Courses,Academics,1.0,4.0,1.0,3.0,43.813446076881704,Proposed
P0012,Card_387,Home,Resources,1.0,5.0,1.0,4.0,169.343778740494,Proposed
P0013,Card_388,Faculty,Resources,1.0,5.0,1.0,3.0,,Current
,Card_389,About,Main_Nav,1.0,5.0,1.0,3.0,21.395912972546153,Current
P0015,Card_390,Faculty,Resources,0.0,3.0,1.0,3.0,20.39403317876043,Current
P0016,Card_391,Home,Administration,0.0,4.0,1.0,4.0,34.68034887531577,Current
,Card_392,Research,Administration,1.0,5.0,1.0,2.0,15.861569425450806,Proposed
,Card_393,Courses,Academics,1.0,3.0,1.0,6.0,43.715223101698,Current
P0019,Card_394,Campus,Main_Nav,1.0,5.0,1.0,5.0,44.256250710750535,Proposed
,Card_395,Faculty,Resources,1.0,4.0,1.0,2.0,7.464224884426283,Proposed
P0021,Card_396,Home,Resources,1.0,5.0,1.0,1.0,66.40603024948278,Proposed
P0022,Card_397,Campus,Main_Nav,1.0,4.0,1.0,3.0,12.564874471591509,Proposed
P0023,Card_398,Contact,Main_Nav,1.0,4.0,1.0,3.0,10.75349563116424,Current
P0024,Card_399,Contact,Academics,1.0,5.0,1.0,3.0,21.324957355218945,Proposed
P0025,Card_400,Admissions,Administration,1.0,4.0,1.0,0.0,41.44782527327563,Proposed
,Card_401,Research,Resources,0.0,5.0,1.0,1.0,20.61302180354245,Current
P0027,Card_402,Admissions,Academics,1.0,2.0,1.0,6.0,52.769510841264925,Proposed
P0028,Card_403,Research,Main_Nav,0.0,3.0,1.0,3.0,183.97846683783823,Current
,Card_404,Faculty,Main_Nav,0.0,4.0,1.0,2.0,29.575941714862683,Current
P0030,Card_405,Home,Resources,1.0,5.0,1.0,5.0,18.74415979636123,Proposed
,Card_406,Faculty,,1.0,,1.0,2.0,106.49815699102744,Current
P0032,Card_407,Courses,Main_Nav,1.0,5.0,1.0,,66.07694545771052,Current
P0033,Card_408,Courses,Main_Nav,1.0,4.0,1.0,1.0,199.90896165544598,Current
P0034,Card_409,Faculty,Administration,1.0,3.0,1.0,,130.01180220114392,Proposed
P0035,Card_410,Contact,Resources,1.0,5.0,1.0,3.0,54.244535238156395,Current
P0036,Card_411,Research,Resources,0.0,1.0,1.0,4.0,83.8749434879307,Current
P0037,Card_412,Admissions,Resources,0.0,3.0,0.0,5.0,28.009947569912022,Current
P0038,Card_413,Contact,Administration,1.0,3.0,,3.0,52.173016721187324,Current
P0039,Card_414,Home,Academics,1.0,4.0,1.0,4.0,35.30179162286006,Proposed
P0040,Card_415,Research,Resources,1.0,3.0,1.0,4.0,59.30658732197939,Proposed
P0041,Card_416,Contact,Resources,1.0,5.0,1.0,2.0,155.4421206593587,Current
P0042,Card_417,Faculty,Administration,0.0,4.0,0.0,1.0,84.46614601893987,Current
P0043,Card_418,Research,Administration,0.0,5.0,0.0,2.0,83.07362522289725,Current
P0044,Card_419,Admissions,Main_Nav,1.0,4.0,0.0,6.0,102.36195720841026,Proposed
P0045,Card_420,Admissions,Administration,1.0,5.0,1.0,2.0,35.35340346562658,Current
P0046,Card_421,Contact,Academics,1.0,3.0,1.0,1.0,105.52651785985046,Proposed
P0047,Card_422,Admissions,Academics,1.0,,1.0,4.0,47.06568137147281,Proposed
P0048,Card_423,Courses,Main_Nav,1.0,5.0,1.0,1.0,45.97535445121303,Current
P0049,Card_424,Faculty,Administration,1.0,1.0,1.0,1.0,50.20092598954593,Proposed
P0050,Card_425,Courses,Administration,1.0,4.0,1.0,1.0,12.040005153408444,Proposed
P0051,Card_426,Contact,Main_Nav,1.0,3.0,1.0,3.0,118.29403094624911,Proposed
P0052,Card_427,Home,Academics,0.0,3.0,1.0,2.0,51.399178472466694,Current
P0053,Card_428,Courses,Resources,1.0,5.0,1.0,2.0,20.63526364570686,Current
P0054,Card_429,Home,Administration,1.0,3.0,1.0,3.0,65.68673053694722,Proposed
P0055,Card_430,Home,Administration,0.0,5.0,1.0,3.0,42.78682941717992,Current
P0056,Card_431,Admissions,Academics,1.0,2.0,1.0,2.0,14.403264632279374,Current
P0057,Card_432,,Academics,1.0,4.0,0.0,5.0,20.662036001099526,Current
P0058,Card_433,About,Main_Nav,0.0,4.0,1.0,2.0,28.776322985995936,Current
P0059,Card_434,Campus,Main_Nav,1.0,3.0,1.0,4.0,67.21793890238231,Current
P0060,Card_435,Faculty,Administration,0.0,4.0,1.0,4.0,96.1312479744408,
P0061,Card_436,Contact,Academics,1.0,3.0,1.0,4.0,82.3948543006714,Current
P0062,Card_437,Courses,Administration,1.0,4.0,1.0,3.0,74.28082263119404,Current
P0063,Card_438,Admissions,Administration,1.0,5.0,1.0,5.0,41.73269587948615,Proposed
P0064,Card_439,Faculty,Administration,1.0,5.0,1.0,1.0,39.874584273617465,Proposed
P0065,Card_440,Faculty,Academics,1.0,5.0,1.0,0.0,52.78047800990188,Current
P0066,Card_441,Research,Administration,1.0,5.0,1.0,4.0,97.72068624764874,Proposed
P0067,Card_442,Research,Academics,1.0,4.0,1.0,5.0,91.26432992609337,Current
P0068,Card_443,Contact,Academics,1.0,4.0,1.0,2.0,49.863619777150184,Proposed
P0069,Card_444,Home,Resources,1.0,5.0,0.0,2.0,84.3876883656005,Proposed
P0070,Card_445,Admissions,Main_Nav,1.0,5.0,1.0,3.0,28.32554371346855,
P0071,Card_446,Admissions,Resources,1.0,2.0,1.0,3.0,24.78106198235706,Current
P0072,Card_447,Home,Resources,1.0,5.0,1.0,1.0,33.74625978711182,Proposed
P0073,Card_448,Courses,Main_Nav,1.0,1.0,0.0,4.0,565.0954065990686,Current
P0074,Card_449,,Academics,1.0,5.0,1.0,5.0,43.825663386821304,Current
P0075,Card_450,Faculty,Academics,1.0,4.0,1.0,4.0,33.691550912993904,Proposed
P0076,Card_451,Contact,Academics,1.0,5.0,1.0,1.0,175.20792114624206,Proposed
P0077,Card_452,,Academics,1.0,5.0,0.0,2.0,28.207028148230524,Proposed
P0078,Card_453,Home,Administration,1.0,4.0,1.0,3.0,104.39442250760418,Current
P0079,Card_454,Admissions,Administration,1.0,3.0,1.0,3.0,70.30417203499648,Current
P0080,Card_455,Courses,Main_Nav,1.0,5.0,1.0,2.0,108.94564631916533,Current
P0081,Card_456,Courses,Main_Nav,1.0,4.0,1.0,3.0,76.02942173759287,Current
P0082,Card_457,,Academics,1.0,5.0,0.0,3.0,15.553590551518381,Proposed
P0083,Card_458,Faculty,Administration,1.0,4.0,0.0,7.0,18.37766509031185,Current
P0084,Card_459,About,Main_Nav,0.0,4.0,1.0,6.0,37.34554491871639,Current
P0085,Card_460,Campus,Academics,,5.0,1.0,3.0,49.450303329561876,Proposed
P0086,Card_461,Campus,Administration,1.0,3.0,1.0,0.0,40.070007558275506,Proposed
P0087,Card_462,Courses,Main_Nav,,4.0,1.0,6.0,90.45437554065961,Proposed
P0088,Card_463,About,Academics,1.0,4.0,1.0,3.0,15.71120662769231,Proposed
P0089,Card_464,About,Administration,1.0,4.0,1.0,2.0,43.046793845191324,Current
P0090,Card_465,Contact,Academics,1.0,3.0,1.0,4.0,239.49580364699884,Current
P0091,,Admissions,Administration,1.0,4.0,1.0,2.0,34.248883613568005,Proposed
P0092,Card_467,Admissions,Main_Nav,1.0,3.0,1.0,6.0,121.52306893017101,Proposed
P0093,Card_468,About,Academics,1.0,5.0,1.0,4.0,69.41411682841341,Proposed
P0094,Card_469,Research,Main_Nav,1.0,5.0,1.0,4.0,41.35713580814394,Current
P0095,Card_470,Campus,Resources,1.0,5.0,1.0,1.0,222.6767412577411,Current
P0096,Card_471,Admissions,Administration,1.0,4.0,1.0,3.0,12.87674146930225,Proposed
P0097,Card_472,Courses,Resources,1.0,3.0,1.0,3.0,126.9247917836298,Current
P0098,Card_473,About,Main_Nav,1.0,5.0,1.0,3.0,66.6676169758347,Proposed
P0099,Card_474,Campus,Resources,1.0,5.0,1.0,4.0,63.15282391582179,Current
P0100,Card_475,Research,,1.0,1.0,1.0,1.0,17.575717837110943,Proposed
P0101,Card_476,Contact,Resources,1.0,2.0,1.0,1.0,38.1885838149913,Proposed
P0102,Card_477,About,Resources,0.0,3.0,1.0,5.0,54.90464623702482,Current
P0103,Card_478,Research,Resources,1.0,2.0,1.0,1.0,76.71620789032202,Proposed
P0104,Card_479,Contact,Resources,0.0,4.0,0.0,4.0,68.180544539538,Current
P0105,Card_480,Contact,Academics,1.0,4.0,1.0,4.0,69.71866217677376,Proposed
P0106,Card_481,Home,Resources,0.0,3.0,1.0,4.0,40.6826916240417,Current
P0107,Card_482,Courses,Academics,1.0,1.0,0.0,5.0,40.709996111870375,Proposed
P0108,Card_483,Research,Resources,0.0,2.0,1.0,3.0,155.955452385475,Current
P0109,Card_484,Faculty,Main_Nav,1.0,1.0,1.0,2.0,119.16892255567035,Proposed
P0110,Card_485,Contact,Academics,1.0,4.0,1.0,1.0,124.23488887358758,Proposed
P0111,Card_486,Faculty,Main_Nav,,4.0,1.0,2.0,89.78582579199907,Proposed
P0112,Card_487,Home,Resources,1.0,5.0,1.0,2.0,123.68968999675947,Proposed
P0113,Card_488,Contact,Administration,1.0,3.0,1.0,4.0,22.600645322816575,Proposed
P0114,Card_489,About,Administration,1.0,3.0,1.0,2.0,47.98904594204325,Proposed
P0115,Card_490,Courses,Main_Nav,1.0,3.0,1.0,5.0,60.54056286005675,Proposed
P0116,Card_491,Campus,Academics,1.0,3.0,1.0,5.0,121.71089522355422,Proposed
P0117,Card_492,Admissions,Academics,1.0,5.0,1.0,2.0,89.11410375598973,Current
P0118,Card_493,Campus,Resources,1.0,3.0,1.0,3.0,42.12020885415523,Proposed
P0119,Card_494,Courses,Administration,1.0,4.0,1.0,6.0,19.574645005916924,Proposed
P0120,Card_495,Research,Main_Nav,0.0,1.0,1.0,4.0,17.38970886864312,Current
P0121,Card_496,,,1.0,2.0,1.0,7.0,109.40129303334791,Proposed
P0122,Card_497,Contact,Academics,0.0,4.0,1.0,1.0,94.05287038936336,Current
P0123,Card_498,Contact,Academics,1.0,3.0,1.0,1.0,142.69338635991465,Current
P0124,Card_499,Faculty,Academics,0.0,4.0,1.0,1.0,272.67947215655465,Current
P0125,Card_500,About,Main_Nav,1.0,5.0,1.0,2.0,16.26556839993726,Proposed
P0001,Card_501,About,Administration,1.0,4.0,1.0,3.0,123.16102270964483,Current
P0002,Card_502,Campus,Resources,1.0,5.0,1.0,1.0,144.02925400157005,Proposed
P0003,Card_503,Admissions,Academics,1.0,3.0,1.0,3.0,127.1145277347668,Proposed
P0004,Card_504,About,Administration,1.0,4.0,1.0,2.0,28.365790557464774,Proposed
P0005,Card_505,Courses,Main_Nav,1.0,2.0,0.0,3.0,23.978436883210648,Proposed
P0006,Card_506,Contact,Main_Nav,1.0,4.0,1.0,7.0,231.31086332624915,Proposed
P0007,Card_507,Home,Main_Nav,1.0,5.0,1.0,4.0,232.8246331628508,Proposed
P0008,Card_508,Research,Administration,0.0,2.0,1.0,4.0,147.13133238345426,Current
P0009,Card_509,Faculty,Main_Nav,1.0,3.0,1.0,3.0,849.6046932574212,Proposed
P0010,Card_510,Contact,Academics,1.0,3.0,1.0,3.0,74.14601813264002,Current
P0011,Card_511,Faculty,Resources,1.0,5.0,1.0,5.0,14.826652273848177,Proposed
P0012,Card_512,About,Resources,1.0,5.0,1.0,4.0,149.0017119986334,Proposed
P0013,Card_513,Research,Administration,1.0,2.0,1.0,1.0,8.314676210393015,Proposed
P0014,Card_514,Research,Administration,1.0,5.0,1.0,5.0,51.1075661160841,Current
P0015,Card_515,Admissions,Resources,1.0,4.0,1.0,3.0,66.74083403706744,Proposed
,Card_516,Campus,Academics,1.0,4.0,1.0,3.0,5.495362996809589,Current
P0017,Card_517,Home,Resources,1.0,4.0,1.0,0.0,47.32596525658948,Current
P0018,Card_518,Faculty,Academics,1.0,3.0,1.0,3.0,30.08182407841145,Proposed
P0019,Card_519,Courses,Resources,1.0,,1.0,4.0,39.73673781571644,Current
P0020,Card_520,About,Resources,1.0,4.0,1.0,5.0,54.82786420762237,Proposed
P0021,Card_521,Admissions,Main_Nav,1.0,5.0,0.0,2.0,47.34294768763111,Current
P0022,Card_522,Contact,Resources,,4.0,1.0,0.0,68.22894382734759,Proposed
P0023,Card_523,Contact,Academics,1.0,3.0,1.0,3.0,24.994388936375397,Proposed
P0024,Card_524,Admissions,,0.0,4.0,0.0,3.0,33.01620284008007,Current
P0025,Card_525,Home,Resources,1.0,5.0,1.0,1.0,45.24608070806656,Proposed
P0026,Card_526,Home,Main_Nav,,4.0,1.0,0.0,29.873463866243462,Current
P0027,Card_527,About,Main_Nav,1.0,,1.0,4.0,36.68685195916195,Current
P0028,Card_528,Campus,Resources,0.0,4.0,1.0,1.0,25.881792692418177,Current
P0029,Card_529,Admissions,Academics,1.0,2.0,1.0,1.0,74.7176171621985,Proposed
P0030,Card_530,Research,Administration,0.0,3.0,1.0,1.0,26.488702588799015,Current
P0031,,Courses,Resources,0.0,4.0,1.0,0.0,43.55861693945403,Current
P0032,Card_532,Admissions,Main_Nav,1.0,5.0,1.0,2.0,36.292016327204465,Current
P0033,Card_533,Campus,Resources,0.0,4.0,1.0,5.0,42.83522306513427,Current
P0034,Card_534,Courses,Administration,1.0,4.0,1.0,4.0,12.87302830269385,Proposed
P0035,Card_535,Courses,Administration,1.0,5.0,1.0,1.0,85.36875000510089,Current
P0036,Card_536,Contact,Academics,,4.0,1.0,4.0,108.49458625732616,Proposed
P0037,Card_537,Contact,Main_Nav,1.0,4.0,1.0,6.0,13.990813880661904,Proposed
P0038,Card_538,Campus,Main_Nav,1.0,4.0,1.0,1.0,44.97660072903237,Proposed
P0039,Card_539,Admissions,Resources,1.0,4.0,1.0,1.0,79.29173171634433,Proposed
P0040,Card_540,Faculty,Administration,1.0,5.0,1.0,3.0,123.09092911673046,Proposed
P0041,Card_541,Campus,Resources,1.0,,1.0,2.0,22.02796774544212,Current
P0042,Card_542,Campus,Resources,1.0,2.0,1.0,2.0,72.50238245454784,Proposed
P0043,Card_543,Contact,Administration,1.0,4.0,1.0,3.0,9.748963198794034,Proposed
P0044,Card_544,Contact,Academics,,4.0,1.0,2.0,31.25231779164135,Proposed
P0045,Card_545,Admissions,Administration,1.0,3.0,1.0,2.0,262.1066502882374,Proposed
P0046,Card_546,Courses,Resources,1.0,4.0,1.0,3.0,23.26880666857332,Current
P0047,Card_547,Campus,Main_Nav,1.0,5.0,1.0,5.0,118.23457898474511,Proposed
P0048,Card_548,Research,Administration,1.0,4.0,1.0,2.0,24.87165484595821,Proposed
P0049,Card_549,Faculty,Main_Nav,1.0,3.0,1.0,4.0,35.701663814537085,Proposed
P0050,Card_550,Home,Resources,1.0,3.0,1.0,2.0,102.63577474190076,Current
P0051,Card_551,Admissions,Academics,1.0,5.0,1.0,2.0,66.64610161872439,Current
P0052,Card_552,Courses,Main_Nav,1.0,5.0,1.0,2.0,31.440115192944646,Current
P0053,Card_553,Contact,Academics,1.0,2.0,0.0,2.0,28.315221571038503,Current
P0054,Card_554,,Resources,1.0,4.0,1.0,2.0,34.50140742726432,Proposed
P0055,Card_555,Faculty,Main_Nav,1.0,4.0,1.0,5.0,8.848303588491776,Proposed
P0056,Card_556,Faculty,Administration,1.0,2.0,1.0,1.0,88.26147104913812,Current
P0057,Card_557,About,Administration,1.0,5.0,1.0,2.0,152.7549533354736,Current
P0058,Card_558,Courses,Academics,1.0,3.0,1.0,2.0,43.969043601565915,Proposed
P0059,Card_559,About,Resources,1.0,3.0,1.0,2.0,13.514549752193497,Proposed
P0060,Card_560,About,Main_Nav,1.0,4.0,1.0,7.0,47.4493883964832,Current
P0061,Card_561,Contact,Main_Nav,1.0,3.0,1.0,0.0,50.402300911341236,Current
P0062,Card_562,,Academics,1.0,4.0,1.0,,68.6444596233359,Current
,Card_563,Courses,Academics,,3.0,1.0,0.0,108.10043182639119,Proposed
P0064,Card_564,Contact,Administration,1.0,5.0,0.0,0.0,31.219729983061402,Proposed
P0065,Card_565,Research,Resources,1.0,4.0,1.0,3.0,27.023436816118092,Proposed
P0066,Card_566,Admissions,Administration,1.0,4.0,1.0,5.0,707.1519161292906,Proposed
P0067,Card_567,Campus,Resources,0.0,2.0,1.0,1.0,26.135384881630753,Current
P0068,Card_568,Contact,Main_Nav,1.0,3.0,0.0,5.0,210.58046305405762,Current
P0069,Card_569,Home,Resources,1.0,4.0,1.0,3.0,185.63784227335174,Proposed
P0070,Card_570,,Main_Nav,0.0,1.0,1.0,9.0,32.97764745740481,Current
P0071,Card_571,Contact,Resources,0.0,1.0,1.0,0.0,36.55524554045975,Current
P0072,Card_572,Contact,Main_Nav,1.0,4.0,1.0,2.0,108.42247302709116,Current
P0073,Card_573,Admissions,Resources,1.0,5.0,1.0,8.0,124.83019914985918,Current
P0074,Card_574,Admissions,Resources,1.0,5.0,1.0,4.0,354.66447859534316,Proposed
P0075,Card_575,Research,Resources,1.0,4.0,1.0,4.0,78.98260222645969,Proposed
P0076,Card_576,Faculty,Administration,1.0,4.0,1.0,4.0,50.83949187558087,Proposed
P0077,Card_577,Courses,Administration,1.0,5.0,1.0,4.0,108.07323726437252,Proposed
P0078,Card_578,Contact,,1.0,5.0,1.0,1.0,117.55136533430604,Proposed
P0079,Card_579,Admissions,,1.0,5.0,1.0,1.0,17.55398342968643,Proposed
P0080,Card_580,Courses,Administration,1.0,5.0,1.0,7.0,74.96029212461862,Proposed
P0081,Card_581,Home,Academics,1.0,4.0,1.0,3.0,277.0494085137654,Current
P0082,Card_582,Home,Administration,1.0,4.0,1.0,1.0,53.16814544431047,Proposed
P0083,Card_583,,Resources,1.0,5.0,0.0,6.0,252.5173881496949,Current
P0084,Card_584,Campus,Main_Nav,1.0,2.0,1.0,3.0,60.67564032864843,Proposed
P0085,Card_585,Admissions,Administration,0.0,5.0,1.0,1.0,143.51119057527745,Current
P0086,Card_586,Admissions,Main_Nav,1.0,4.0,0.0,2.0,110.61199306841512,Proposed
P0087,Card_587,Faculty,Administration,1.0,4.0,1.0,2.0,116.05869530701918,Proposed
P0088,Card_588,Campus,Main_Nav,0.0,5.0,1.0,3.0,44.27822246846833,Current
P0089,Card_589,About,Academics,1.0,4.0,0.0,4.0,310.1039210479901,Current
P0090,Card_590,Contact,Administration,1.0,2.0,0.0,4.0,155.08311699401295,Proposed
P0091,Card_591,Admissions,Resources,1.0,2.0,1.0,4.0,29.63792790016423,Current
P0092,Card_592,Admissions,Academics,1.0,5.0,1.0,1.0,,Proposed
P0093,Card_593,Admissions,Resources,1.0,3.0,1.0,3.0,125.49401063001761,Proposed
P0094,Card_594,Courses,Administration,0.0,3.0,1.0,4.0,21.855514287902174,Current
P0095,Card_595,Campus,Academics,1.0,1.0,1.0,2.0,105.25023047755644,Proposed
P0096,Card_596,Faculty,Resources,1.0,3.0,0.0,4.0,25.09618443888292,Current
P0097,Card_597,Courses,Resources,1.0,4.0,1.0,1.0,20.479051424795085,Proposed
P0098,Card_598,Contact,Main_Nav,1.0,5.0,0.0,4.0,25.03848602960556,Proposed
P0099,Card_599,Admissions,Main_Nav,1.0,4.0,1.0,0.0,54.641690975069416,Proposed
P0100,Card_600,Home,Administration,1.0,5.0,1.0,4.0,48.56196276089139,Current
P0101,Card_601,Faculty,Academics,1.0,2.0,1.0,5.0,69.77068037693759,Proposed
P0102,Card_602,About,Academics,1.0,4.0,1.0,1.0,24.388437594454615,Proposed
P0103,Card_603,Research,Main_Nav,1.0,4.0,1.0,3.0,25.29310206424075,Proposed
P0104,Card_604,Research,Main_Nav,1.0,1.0,1.0,2.0,80.6231386296469,Proposed
P0105,Card_605,Faculty,Main_Nav,0.0,4.0,1.0,3.0,69.37180421915633,Current
P0106,Card_606,Contact,Main_Nav,1.0,5.0,1.0,3.0,168.12733773865278,Proposed
P0107,Card_607,,Resources,1.0,1.0,1.0,3.0,45.55560266157676,
P0108,Card_608,Faculty,Academics,1.0,4.0,1.0,6.0,58.89152285658049,Proposed
P0109,Card_609,Courses,Administration,1.0,5.0,1.0,4.0,176.59849712840557,Proposed
P0110,Card_610,Faculty,Main_Nav,1.0,4.0,1.0,2.0,19.638239308552883,Proposed
P0111,Card_611,Contact,Main_Nav,0.0,5.0,1.0,1.0,76.85356063794431,Current
P0112,Card_612,Home,Resources,1.0,1.0,0.0,4.0,110.69964661614011,Current
P0113,Card_613,Contact,Main_Nav,1.0,5.0,1.0,3.0,15.72668789901866,Proposed
P0114,Card_614,Faculty,Resources,0.0,5.0,1.0,3.0,41.10056431578261,Current
P0115,Card_615,Admissions,Administration,1.0,5.0,1.0,2.0,55.33209081409432,Current
P0116,Card_616,Faculty,Resources,0.0,2.0,,3.0,54.54785935416649,Current
